game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Big chances missed_away_1ST;Big chances missed_away_2ND;Big chances missed_away_ALL;Big chances missed_home_1ST;Big chances missed_home_2ND;Big chances missed_home_ALL;Big chances_away_1ST;Big chances_away_2ND;Big chances_away_ALL;Big chances_home_1ST;Big chances_home_2ND;Big chances_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Clearances_away_1ST;Clearances_away_2ND;Clearances_away_ALL;Clearances_home_1ST;Clearances_home_2ND;Clearances_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Crosses_away_1ST;Crosses_away_2ND;Crosses_away_ALL;Crosses_home_1ST;Crosses_home_2ND;Crosses_home_ALL;Dribbles_away_1ST;Dribbles_away_2ND;Dribbles_away_ALL;Dribbles_home_1ST;Dribbles_home_2ND;Dribbles_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Interceptions_away_1ST;Interceptions_away_2ND;Interceptions_away_ALL;Interceptions_home_1ST;Interceptions_home_2ND;Interceptions_home_ALL;Long balls_away_1ST;Long balls_away_2ND;Long balls_away_ALL;Long balls_home_1ST;Long balls_home_2ND;Long balls_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Possession lost_away_ALL;Possession lost_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Tackles_away_1ST;Tackles_away_2ND;Tackles_away_ALL;Tackles_home_1ST;Tackles_home_2ND;Tackles_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
EVE X MCI 2018-03-31;388 (93%);517 (92%);905 (93%);58 (67%);75 (65%);133 (66%);6;6;12;9;3;12;83%;82%;82%;17%;18%;18%;0;0;0;1;1;2;2;0;2;1;1;2;5;1;6;0;0;0;;;;;;;7;4;11;0;2;2;;;;;;;;;;;;;;;;;;;20;17;37;20;16;36;8;10;0;1;1;0;1;1;;;;;;;;;;;;;;;;;;;2;1;3;1;1;2;417;559;976;86;116;202;118;102;;;;;;;9;1;10;2;2;4;5;3;8;3;1;4;3;1;4;0;2;2;4;4;8;1;1;2;;;;;;;13;5;18;3;3;6;;;;;;;3;2018-03-31;15;-15;-5;28;-18;-42;-27;-23;-23;-89;-61;-9;-13;-43;-70;-47;-32;-27;-24;-15;-47;-28;-4;-20;-15;-13;-24;-43;-34;-24;-23;-50;-70;-29;-89;-56;-36;-31;-23;-8;0.0;-11;-14;-16;-17;-100;-17;-17;13;-8;-30;-28;-47;-54;-82;-53;-66;-41;-28;-20;30;46;12;27;53;23;5;-45;-7;-13;-46;-33;-25;-45;-37;-25;-20;-17;-34;-19;-16;-15;-14;-9;34;-27;-10;-36;-27.0;-35;-20.0;10.0;1;14:30:00;-1;MCI;EVE
ARS X STO 2018-04-01;99 (63%);79 (68%);178 (65%);283 (83%);266 (87%);549 (85%);21;6;27;12;12;24;32%;29%;31%;68%;71%;69%;0;0;0;0;2;2;0;0;0;0;4;4;2;0;2;2;3;5;;;;;;;3;2;5;2;4;6;0;1;1;0;0;0;;;;;;;;;;;;;35;18;53;31;31;62;13;9;1;7;8;0;2;2;0;1;1;1;0;1;;;;;;;;;;;;;3;0;3;1;2;3;157;116;273;342;305;647;148;143;;;;;;;3;1;4;5;12;17;3;1;4;4;4;8;0;2;2;1;10;11;2;2;4;2;5;7;;;;;;;5;3;8;7;17;24;0;2;2;1;0;1;0;2018-04-01;6;-16;-36;-51;-28;-12;-4;3;-21;-10;25;8;14;12;13;37;24;18;19;16;12;11;8;71;65;43;24;19;-20;-33;-20;-22;-6;-12;3;18;18;13;34;57;0.0;3;3;4;5;-5;-3;-3;3;3;4;10;13;39;34;67;4;26;21;17;15;12;28;61;35;-68;-31;9;-32;-15;32;65;6;6;80;87;60;65;9;41;25;14;-19;-6;-2;62;100;93;57.0;-27;100.0;55.0;3;10:30:00;1;STO;ARS
CHE X TOT 2018-04-01;266 (84%);169 (79%);435 (82%);159 (71%);225 (83%);384 (78%);6;7;13;7;6;13;59%;44%;52%;41%;56%;48%;;;;;;;0;2;2;1;0;1;1;2;3;2;1;3;;;;;;;2;3;5;0;5;5;;;;;;;;;;;;;;;;;;;23;24;47;28;33;61;11;4;3;0;3;1;2;3;;;;;;;;;;;;;;;;;;;2;1;3;3;1;4;315;213;528;223;271;494;157;172;;;;;;;1;5;6;3;5;8;3;0;3;1;6;7;2;4;6;4;0;4;5;1;6;4;2;6;;;;;;;6;6;12;7;7;14;0;1;1;0;0;0;3;2018-04-01;-2;-49;-40;-29;-14;-16;-24;-16;-12;-15;-6;1;-5;30;20;12;6;3;-50;-29;-16;42;1;19;96;50;25;2;-5;-13;-12;-11;-10;2;-15;-42;-23;47;21;2;-80.0;38;25;21;19;3;13;-5;-5;-7;-9;-49;-32;-22;-16;-18;4;52;22;-63;-100;-37;-24;-17;-44;-24;-32;-6;34;16;65;41;-53;-15;-8;27;10;16;-6;10;7;3;3;4;6;1;4;7;9.0;-25;10.0;20.0;1;13:00:00;-1;TOT;CHE
EVE X LIV 2018-04-07;277 (86%);195 (73%);472 (80%);116 (70%);129 (67%);245 (68%);8;15;23;6;19;25;66%;58%;62%;34%;42%;38%;1;0;1;0;1;1;1;0;1;0;1;1;1;2;3;0;1;1;;;;;;;2;0;2;2;1;3;;;;;;;;;;;;;;;;;;;26;29;55;16;36;52;7;12;1;0;1;4;0;4;;;;;;;;;;;;;;;;;;;0;1;1;2;2;4;322;266;588;166;193;359;177;163;;;;;;;3;1;4;0;3;3;3;1;4;2;2;4;3;0;3;1;0;1;4;2;6;3;0;3;;;;;;;7;3;10;3;3;6;;;;;;;0;2018-04-07;-1;-39;-28;-51;-33;24;-6;-51;-28;20;4;-1;7;3;-5;60;33;20;9;2;-26;-20;-1;-17;-74;-51;-36;-28;-16;-44;-25;-14;-13;5;-13;-15;-14;-9;-10;-31;-5.0;-24;-26;-27;-23;1;-18;-22;-15;-11;-8;-7;-6;-6;-6;-6;-2;-6;-6;-6;-6;-6;-6;-4;-3;-2;-2;-6;-31;-25;-22;-20;-24;-10;-4;2;12;10;-1;8;9;16;33;20;11;6;3;35;52.0;-6;37.0;10.0;0;09:30:00;0;LIV;EVE
BOU X CRY 2018-04-07;198 (83%);157 (77%);355 (80%);200 (82%);180 (79%);380 (81%);7;10;17;9;9;18;50%;46%;48%;50%;54%;52%;0;1;1;1;0;1;0;1;1;1;1;2;3;1;4;4;0;4;;;;;;;3;0;3;4;7;11;0;2;2;0;0;0;;;;;;;;;;;;;21;29;50;21;20;41;9;8;0;3;3;0;4;4;;;;;;;;;;;;;;;;;;;0;1;1;2;1;3;240;205;445;243;229;472;132;152;;;;;;;2;5;7;11;4;15;1;2;3;8;4;12;0;6;6;0;5;5;2;4;6;1;5;6;;;;;;;4;9;13;12;9;21;0;2;2;0;2;2;2;2018-04-07;8;10;10;8;8;5;-3;-3;8;5;55;40;35;18;7;6;20;36;16;4;23;44;6;31;52;30;-27;-9;-7;-53;-35;-22;-11;9;-4;2;3;35;19;9;;38;20;-71;45;-8;73;63;41;52;-42;-14;-12;-8;-8;-3;3;-37;-17;-5;7;29;27;98;55;30;13;33;-38;-30;-49;-33;26;-50;-19;-78;-5;-9;41;-7;-9;3;-14;-13;45;22;-41;-10;5.0;9;105.0;10.0;2;12:00:00;0;CRY;BOU
BHA X HUD 2018-04-07;175 (75%);237 (81%);412 (78%);130 (66%);104 (64%);234 (65%);10;24;34;23;11;34;54%;65%;60%;46%;35%;40%;0;0;0;2;2;4;1;0;1;2;2;4;4;1;5;1;2;3;;;;;;;2;1;3;2;3;5;;;;;;;;;;;;;;;;;;;24;50;74;37;30;67;7;13;2;2;4;2;2;4;0;0;0;1;0;1;;;;;;;;;;;;;3;0;3;2;1;3;232;293;525;198;162;360;173;176;0;0;0;0;1;1;4;4;8;4;5;9;0;5;5;2;4;6;3;2;5;2;2;4;3;4;7;2;3;5;;;;;;;7;8;15;5;8;13;0;0;0;0;1;1;1;2018-04-07;1;-9;-9;-7;-12;-4;3;2;4;5;5;31;6;6;6;56;27;14;7;1;-30;-20;75;73;40;28;-71;-31;-25;-17;-6;-3;-12;56;-9;-27;-26;-20;-15;-13;-5.0;3;-3;-3;3;29;-3;-4;-9;-3;3;-3;-3;-3;27;16;7;6;5;66;30;-25;6;-5;-11;-11;-9;-45;-3;18;6;1;3;-18;-13;-11;-9;-8;-53;-8;46;25;-30;-12;-21;-51;-36;-49;-14.0;-7;-13.0;-40.0;1;12:00:00;0;HUD;BHA
LEI X NEW 2018-04-07;96 (68%);66 (50%);162 (60%);207 (82%);206 (77%);413 (80%);13;11;24;11;20;31;36%;32%;34%;64%;68%;66%;;;;;;;0;0;0;0;1;1;0;1;1;0;2;2;;;;;;;3;2;5;4;3;7;;;;;;;;;;;;;;;;;;;24;24;48;25;38;63;14;7;0;0;0;2;0;2;;;;;;;;;;;;;;;;;;;2;1;3;0;3;3;141;131;272;252;266;518;154;167;;;;;;;2;0;2;2;4;6;0;3;3;3;2;5;3;1;4;0;1;1;1;5;6;1;1;2;;;;;;;3;5;8;3;5;8;1;2;3;1;0;1;2;2018-04-07;10;1;1;1;1;2;9;58;30;13;-75;-6;-39;-23;-7;7;12;13;18;9;8;6;-51;10;33;33;22;41;73;41;23;17;13;-100;8;9;10;10;13;14;15.0;-2;-7;8;-23;-100;-3;8;11;14;-23;-2;6;6;8;17;-62;15;9;16;45;32;22;12;5;1;5;-36;22;13;13;13;8;4;-80;-45;-31;27;-16;35;27;22;19;8;72;41;8;-27;-4.0;-3;4.0;-5.0;1;12:00:00;-1;NEW;LEI
STO X TOT 2018-04-07;249 (84%);205 (81%);454 (83%);71 (61%);88 (60%);159 (60%);11;11;22;4;9;13;72%;62%;67%;28%;38%;33%;1;0;1;1;0;1;1;2;3;1;1;2;2;4;6;0;1;1;;;;;;;1;2;3;2;4;6;;;;;;;;;;;;;;;;;;;36;37;73;21;32;53;8;19;0;3;3;1;1;2;0;0;0;0;1;1;;;;;;;;;;;;;3;0;3;1;1;2;298;252;550;117;146;263;153;152;;;;;;;3;6;9;1;5;6;2;3;5;2;3;5;1;3;4;0;4;4;2;4;6;1;3;4;;;;;;;5;10;15;2;8;10;0;3;3;1;3;4;2;2018-04-07;-15;-12;17;-13;23;-23;-6;-5;-6;-10;-14;-16;-33;-54;-36;-28;-22;-54;-33;-22;-19;-17;-16;-9;-12;-13;-19;-12;24;7;-8;-3;-9;-16;-9;-7;-10;-5;-2;-6;25.0;6;53;26;9;-12;-6;-26;-25;-100;-61;-37;-22;-14;79;38;-10;15;2;-8;-43;-25;-59;-41;-26;-14;-10;-9;49;25;8;-7;-2;-36;-43;-21;-12;-2;-9;5;69;40;23;13;6;-6;31;46;28.0;-14;22.0;35.0;1;12:00:00;-1;TOT;STO
WAT X BUR 2018-04-07;92 (64%);87 (58%);179 (61%);157 (74%);162 (73%);319 (73%);14;18;32;15;16;31;40%;40%;40%;60%;60%;60%;0;0;0;0;2;2;0;2;2;0;3;3;1;0;1;2;3;5;;;;;;;0;1;1;7;4;11;;;;;;;;;;;;;;;;;;;28;38;66;27;35;62;12;18;3;1;4;0;2;2;;;;;;;;;;;;;;;;;;;2;0;2;1;2;3;143;149;292;212;223;435;151;188;;;;;;;2;4;6;5;3;8;1;1;2;3;1;4;0;4;4;3;2;5;0;1;1;3;3;6;;;;;;;2;5;7;8;6;14;1;1;2;0;2;2;2;2018-04-07;3;33;14;7;10;9;47;91;58;39;23;-3;10;1;1;1;20;11;6;3;1;-6;5;8;7;54;47;32;83;73;38;18;8;6;18;2;21;17;5;41;5.0;-8;-12;-50;-38;8;-16;27;13;54;36;24;10;9;-2;4;8;-2;37;62;43;21;14;6;7;24;16;7;10;-34;-55;-33;-18;-65;-35;-16;-8;-5;-28;6;3;-25;-13;36;16;4;4;-60;-34.0;-7;2.0;10.0;1;12:00:00;-1;BUR;WAT
WBA X SWA 2018-04-07;160 (76%);197 (81%);357 (79%);237 (85%);158 (79%);395 (82%);11;12;23;9;10;19;43%;55%;49%;57%;45%;51%;1;0;1;0;0;0;1;0;1;0;1;1;1;0;1;3;5;8;;;;;;;0;1;1;2;3;5;;;;;;;;;;;;;;;;;;;32;28;60;19;30;49;5;15;2;0;2;0;0;0;;;;;;;;;;;;;;;;;;;0;1;1;3;3;6;210;242;452;280;199;479;136;140;;;;;;;1;3;4;3;4;7;2;3;5;2;2;4;0;1;1;2;1;3;2;1;3;4;4;8;;;;;;;3;4;7;7;8;15;0;2;2;0;3;3;1;2018-04-07;-10;17;5;3;-20;-9;27;23;48;30;11;6;-7;7;2;3;5;6;5;30;15;3;1;-6;12;1;4;1;4;4;5;5;6;-4;6;-23;-5;6;11;12;0.0;45;25;14;7;22;6;1;43;32;72;100;66;34;22;6;44;-6;-33;-23;-17;-43;-22;-8;-2;3;6;28;6;1;28;19;8;2;-98;-56;-55;-30;21;-15;-9;-7;4;3;-2;24;12;5;26.0;20;14.0;-35.0;1;12:00:00;0;SWA;WBA
MCI X MUN 2018-04-07;137 (77%);107 (77%);244 (77%);312 (89%);204 (84%);516 (87%);3;7;10;2;8;10;34%;37%;36%;66%;63%;64%;0;0;0;3;1;4;0;3;3;4;1;5;0;0;0;0;5;5;;;;;;;1;3;4;2;6;8;;;;;;;;;;;;;;;;;;;23;31;54;16;24;40;9;17;3;1;4;0;1;1;0;0;0;0;2;2;;;;;;;;;;;;;2;0;2;0;0;0;179;139;318;352;244;596;119;118;;;;;;;0;3;3;7;8;15;0;1;1;4;5;9;0;4;4;5;1;6;0;2;2;2;3;5;;;;;;;0;5;5;9;11;20;2;1;3;0;6;6;3;2018-04-07;-3;10;9;14;8;6;-19;-16;-5;6;6;-4;10;42;18;44;25;19;100;64;34;19;3;9;-3;69;44;61;41;54;38;32;20;28;35;63;40;67;43;4;5.0;-4;-3;-25;-82;24;-41;53;12;4;-80;-100;-65;-33;-9;6;22;-19;-4;-4;-10;-8;5;29;26;20;16;17;-71;-34;-16;13;13;20;7;-5;6;1;14;1;11;12;12;43;31;23;14;38;21.0;10;70.0;90.0;2;14:30:00;-1;MUN;MCI
ARS X SOU 2018-04-08;110 (69%);156 (74%);266 (72%);392 (90%);205 (78%);597 (85%);9;14;23;8;15;23;27%;46%;36%;73%;54%;64%;1;0;1;0;1;1;2;1;3;0;2;2;1;2;3;1;1;2;;;;;;;1;5;6;5;3;8;;;;;;;;;;;;;;;;;;;17;33;50;16;28;44;7;11;1;3;4;0;5;5;;;;;;;;;;;;;;;;;;;1;1;2;1;0;1;160;210;370;435;264;699;155;150;0;1;1;0;1;1;3;7;10;4;3;7;2;2;4;3;1;4;2;6;8;3;4;7;2;3;5;3;3;6;;;;;;;5;10;15;7;6;13;0;1;1;0;2;2;2;2018-04-08;-10;-71;-37;-17;-1;11;16;27;13;-82;-48;6;-21;-8;6;17;16;14;14;13;12;87;6;53;33;45;63;32;50;97;55;29;91;8;84;52;43;-29;-5;-4;45.0;8;12;75;97;10;65;40;25;64;28;-41;-15;-50;-35;-47;12;-27;-1;2;-66;-68;-43;-22;-14;-4;-59;12;-34;-20;-11;-6;-76;-44;-12;-27;-9;37;-15;-33;8;79;44;16;9;-63;-47;-36;-28.0;-78;-20.0;-5.0;3;11:15:00;1;SOU;ARS
CHE X WES 2018-04-08;143 (74%);165 (76%);308 (75%);275 (82%);229 (88%);504 (85%);3;4;7;13;14;27;37%;45%;41%;63%;55%;59%;0;0;0;1;0;1;0;0;0;2;0;2;1;2;3;2;4;6;;;;;;;3;3;6;5;5;10;;;;;;;;;;;;;;;;;;;15;23;38;29;36;65;11;7;1;4;5;0;1;1;0;0;0;0;1;1;;;;;;;;;;;;;2;0;2;1;1;2;193;216;409;334;260;594;146;151;;;;;;;1;2;3;5;10;15;0;0;0;5;6;11;0;2;2;2;4;6;0;2;2;4;4;8;;;;;;;1;4;5;9;14;23;0;1;1;0;0;0;1;2018-04-08;10;-5;6;9;8;5;-34;-18;-11;7;7;12;13;14;70;35;29;20;45;26;21;42;13;36;70;52;31;16;3;62;75;85;72;10;68;40;11;13;-6;-6;0.0;4;23;-38;-3;35;6;7;43;29;17;60;41;22;13;8;22;2;-9;-8;-9;-8;-7;-6;7;8;36;3;26;15;8;4;-81;-48;-29;-8;-11;-13;-20;67;46;36;26;21;12;10;50;36;83.0;-9;50.0;65.0;1;13:30:00;0;WES;CHE
SOU X CHE 2018-04-14;245 (83%);175 (78%);420 (81%);161 (76%);116 (70%);277 (73%);5;18;23;4;8;12;59%;58%;58%;41%;42%;42%;;;;;;;0;0;0;1;1;2;4;4;8;0;1;1;;;;;;;5;2;7;0;4;4;0;0;0;1;1;2;;;;;;;;;;;;;25;36;61;22;23;45;14;13;2;3;5;0;2;2;;;;;;;;;;;;;;;;;;;0;2;2;0;1;1;294;224;518;211;166;377;154;144;;;;;;;3;5;8;3;5;8;3;1;4;2;0;2;0;5;5;3;4;7;4;5;9;2;0;2;;;;;;;7;10;17;5;5;10;0;3;3;2;3;5;3;2018-04-14;-10;-5;-10;-8;-3;6;-25;-6;-1;-4;-3;-11;-1;-1;75;43;25;15;8;-1;-30;-42;-12;-64;-34;-17;-4;1;2;1;31;-30;31;-10;50;26;20;10;20;-9;-50.0;-7;-37;-25;-18;-9;22;-8;-3;-3;-4;58;-43;-42;-66;-17;-4;37;52;30;17;10;-9;-9;-8;5;10;-2;9;-78;-39;-30;-26;-57;-69;-42;-35;-56;-1;-71;-64;-24;-14;-6;-1;-1;-1;58;26.0;-1;-8.0;60.0;2;09:30:00;-1;CHE;SOU
BUR X LEI 2018-04-14;176 (74%);149 (70%);325 (72%);120 (64%);51 (49%);171 (59%);10;17;27;10;18;28;57%;68%;62%;43%;32%;38%;2;1;3;1;0;1;2;2;4;3;0;3;0;5;5;0;3;3;;;;;;;3;5;8;2;2;4;1;2;3;0;0;0;;;;;;;;;;;;;28;28;56;22;36;58;10;9;1;0;1;3;2;5;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;237;212;449;188;104;292;179;166;;;;;;;4;5;9;3;2;5;2;2;4;0;2;2;3;3;6;3;0;3;1;5;6;0;3;3;;;;;;;5;10;15;3;5;8;0;1;1;0;2;2;1;2018-04-14;2;87;52;17;14;5;-38;-18;23;-6;-6;4;-44;-30;-23;-17;-13;-8;-8;-52;-25;-9;6;6;1;-7;-8;-7;-42;-29;-21;-16;-14;6;-8;-7;-6;-5;-5;-5;-40.0;-30;-22;-17;-10;6;-6;-1;-5;-3;-1;55;29;-58;-26;-24;-4;-21;-16;-48;-32;-41;-23;-21;-12;-35;32;116;4;-4;-4;-79;-51;-33;-22;-11;-3;2;74;-4;-4;-10;-7;-12;-29;-19;-58;-31;-20.0;100;-12.0;0.0;2;12:00:00;1;LEI;BUR
CRY X BHA 2018-04-14;110 (68%);139 (75%);249 (72%);176 (80%);106 (72%);282 (77%);11;9;20;9;10;19;43%;58%;50%;57%;42%;50%;0;1;1;1;0;1;1;1;2;3;0;3;2;1;3;3;2;5;;;;;;;1;5;6;4;1;5;0;0;0;0;1;1;;;;;;;;;;;;;33;19;52;31;27;58;16;12;4;0;4;0;1;1;;;;;;;;;;;;;;;;;;;1;0;1;3;0;3;161;186;347;220;147;367;155;137;;;;;;;5;5;10;6;1;7;2;4;6;0;2;2;2;1;3;8;0;8;1;1;2;5;3;8;;;;;;;6;6;12;11;4;15;1;1;2;1;2;3;2;2018-04-14;1;39;20;16;23;79;100;58;28;30;-47;-5;-55;-14;-4;-7;-4;74;46;23;21;20;5;14;25;14;-32;36;-75;-42;-24;-11;-13;-4;6;7;7;-8;1;6;40.0;11;14;21;12;-3;7;-5;-1;15;7;4;2;6;2;-21;101;-11;-8;-37;24;5;-6;-6;-27;-18;-17;60;-15;-15;-13;-9;-6;-24;-15;-20;-14;-15;100;-9;-7;-11;-8;-77;-74;-47;-35;-19;-56.0;58;-41.0;0.0;3;12:00:00;1;BHA;CRY
HUD X WAT 2018-04-14;138 (73%);156 (72%);294 (73%);132 (69%);122 (70%);254 (70%);7;12;19;13;8;21;48%;55%;52%;52%;45%;48%;;;;;;;0;0;0;0;1;1;1;1;2;3;2;5;;;;;;;3;3;6;6;3;9;;;;;;;;;;;;;;;;;;;21;31;52;28;21;49;8;9;0;0;0;2;0;2;;;;;;;;;;;;;;;;;;;1;0;1;1;1;2;188;217;405;191;174;365;161;178;;;;;;;2;0;2;3;3;6;0;0;0;1;2;3;2;0;2;0;1;1;1;1;2;1;2;3;;;;;;;3;1;4;4;5;9;2;0;2;1;1;2;0;2018-04-14;0;50;30;16;8;-4;-5;-1;2;7;34;2;18;24;37;27;32;18;8;7;-25;-15;2;-41;-21;-14;28;-41;-7;-10;-73;-26;-2;3;-14;-9;-1;-3;-4;-2;-5.0;-3;3;-3;-3;3;-4;-5;-5;-26;-11;-3;24;26;15;2;-4;-2;-4;-5;-5;-4;-5;-5;13;3;-5;4;21;11;1;17;6;-9;-24;-19;-13;-7;4;-4;-1;30;16;9;5;2;-1;-1;-1.0;35;-1.0;45.0;1;12:00:00;1;WAT;HUD
SWA X EVE 2018-04-14;208 (80%);123 (69%);331 (76%);201 (79%);135 (70%);336 (75%);14;19;33;9;19;28;51%;48%;50%;49%;52%;50%;1;1;2;1;0;1;1;1;2;1;0;1;2;2;4;3;2;5;;;;;;;1;2;3;2;4;6;;;;;;;;;;;;;;;;;;;21;42;63;31;36;67;11;10;2;2;4;3;0;3;0;1;1;0;0;0;;;;;;;;;;;;;0;0;0;0;1;1;260;177;437;255;192;447;157;169;;;;;;;6;4;10;5;7;12;1;4;5;2;3;5;3;0;3;3;4;7;1;2;3;3;2;5;;;;;;;6;6;12;8;9;17;0;1;1;0;1;1;1;2018-04-14;2;16;14;44;21;10;5;2;-2;-1;31;1;22;11;-21;85;74;20;19;53;25;12;2;9;5;-8;-12;-25;-57;-36;-22;-25;-11;2;3;-2;-3;-3;-39;-30;-40.0;-28;-14;-6;-1;2;29;17;68;39;22;4;-27;-24;-12;-5;3;-1;-14;-5;-6;-2;32;25;21;11;10;27;1;33;100;57;32;12;12;8;46;54;21;28;-29;-41;-32;-30;-21;-4;-9;-9;-14.0;18;-8.0;25.0;1;12:00:00;0;EVE;SWA
LIV X BOU 2018-04-14;131 (77%);159 (78%);290 (77%);298 (88%);237 (85%);535 (86%);7;4;11;6;5;11;33%;44%;39%;67%;56%;61%;0;0;0;1;0;1;0;0;0;2;0;2;0;3;3;2;1;3;;;;;;;2;3;5;6;1;7;0;0;0;0;1;1;;;;;;;;;;;;;20;18;38;32;26;58;9;9;2;1;3;0;1;1;;;;;;;;;;;;;;;;;;;2;2;4;1;3;4;171;204;375;340;279;619;150;138;;;;;;;0;5;5;6;5;11;1;1;2;5;5;10;0;1;1;3;4;7;1;0;1;4;5;9;;;;;;;1;5;6;10;10;20;1;0;1;0;1;1;0;2018-04-14;10;34;24;8;-2;4;-4;10;48;60;37;11;23;-19;46;21;-21;5;23;22;14;10;12;6;2;8;12;15;46;48;3;-5;-3;18;19;14;57;29;24;33;5.0;13;8;4;-5;46;-5;-4;7;9;17;-11;25;19;8;1;25;2;6;3;43;31;15;10;8;3;83;70;51;32;50;31;8;55;30;-28;-29;-18;96;44;21;3;-66;-36;-65;-39;-23;-9;24.0;57;82.0;30.0;3;14:30:00;1;BOU;LIV
