game;Accurate passes_away_1ST;Accurate passes_away_2ND;Accurate passes_away_ALL;Accurate passes_home_1ST;Accurate passes_home_2ND;Accurate passes_home_ALL;Aerials won_away_1ST;Aerials won_away_2ND;Aerials won_away_ALL;Aerials won_home_1ST;Aerials won_home_2ND;Aerials won_home_ALL;Ball possession_away_1ST;Ball possession_away_2ND;Ball possession_away_ALL;Ball possession_home_1ST;Ball possession_home_2ND;Ball possession_home_ALL;Blocked shots_away_1ST;Blocked shots_away_2ND;Blocked shots_away_ALL;Blocked shots_home_1ST;Blocked shots_home_2ND;Blocked shots_home_ALL;Corner kicks_away_1ST;Corner kicks_away_2ND;Corner kicks_away_ALL;Corner kicks_home_1ST;Corner kicks_home_2ND;Corner kicks_home_ALL;Counter attacks_away_1ST;Counter attacks_away_2ND;Counter attacks_away_ALL;Counter attacks_home_1ST;Counter attacks_home_2ND;Counter attacks_home_ALL;Duels won_away_1ST;Duels won_away_2ND;Duels won_away_ALL;Duels won_home_1ST;Duels won_home_2ND;Duels won_home_ALL;Fouls_away_ALL;Fouls_home_ALL;Goalkeeper saves_away_1ST;Goalkeeper saves_away_2ND;Goalkeeper saves_away_ALL;Goalkeeper saves_home_1ST;Goalkeeper saves_home_2ND;Goalkeeper saves_home_ALL;Hit woodwork_away_1ST;Hit woodwork_away_2ND;Hit woodwork_away_ALL;Hit woodwork_home_1ST;Hit woodwork_home_2ND;Hit woodwork_home_ALL;Offsides_away_1ST;Offsides_away_2ND;Offsides_away_ALL;Offsides_home_1ST;Offsides_home_2ND;Offsides_home_ALL;Passes_away_1ST;Passes_away_2ND;Passes_away_ALL;Passes_home_1ST;Passes_home_2ND;Passes_home_ALL;Red cards_away_1ST;Red cards_away_2ND;Red cards_away_ALL;Red cards_home_1ST;Red cards_home_2ND;Red cards_home_ALL;Shots inside box_away_1ST;Shots inside box_away_2ND;Shots inside box_away_ALL;Shots inside box_home_1ST;Shots inside box_home_2ND;Shots inside box_home_ALL;Shots off target_away_1ST;Shots off target_away_2ND;Shots off target_away_ALL;Shots off target_home_1ST;Shots off target_home_2ND;Shots off target_home_ALL;Shots on target_away_1ST;Shots on target_away_2ND;Shots on target_away_ALL;Shots on target_home_1ST;Shots on target_home_2ND;Shots on target_home_ALL;Shots outside box_away_1ST;Shots outside box_away_2ND;Shots outside box_away_ALL;Shots outside box_home_1ST;Shots outside box_home_2ND;Shots outside box_home_ALL;Total shots_away_1ST;Total shots_away_2ND;Total shots_away_ALL;Total shots_home_1ST;Total shots_home_2ND;Total shots_home_ALL;Yellow cards_away_1ST;Yellow cards_away_2ND;Yellow cards_away_ALL;Yellow cards_home_1ST;Yellow cards_home_2ND;Yellow cards_home_ALL;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
LAZ X JUV 27-08-2016;209 (85%);199 (83%);408 (84%);215 (78%);225 (82%);440 (80%);6;8;14;8;5;13;48%;47%;48%;52%;53%;52%;2;1;3;1;3;4;0;2;2;2;2;4;;;;;;;30;30;60;31;22;53;5;16;0;1;1;2;2;4;;;;;;;1;1;2;0;0;0;245;240;485;276;275;551;;;;;;;3;6;9;0;1;1;0;5;5;0;1;1;2;3;5;0;1;1;1;3;4;1;4;5;4;9;13;1;5;6;1;1;2;1;0;1;1.0;2016-08-27;7.0;-27.0;-19.0;-9.0;-3.0;3.0;-2.0;-7.0;5.0;5.0;26.0;7.0;10.0;11.0;3.0;-7.0;-10.0;-11.0;-13.0;-19.0;-4.0;7.0;8.0;8.0;6.0;-6.0;-6.0;-15.0;-47.0;-25.0;-17.0;-16.0;-5.0;8.0;5.0;1.0;20.0;16.0;17.0;4.0;0.0;3.0;3.0;3.0;3.0;8.0;3.0;3.0;-4.0;2.0;1.0;-5.0;-32.0;-34.0;-96.0;-51.0;8.0;-28.0;-12.0;28.0;-48.0;-14.0;-11.0;-13.0;-96.0;-49.0;-61.0;13.0;-32.0;-15.0;-7.0;-9.0;-7.0;8.0;34.0;43.0;28.0;19.0;13.0;-28.0;-10.0;-35.0;-18.0;-4.0;-5.0;-8.0;35.0;-20.0;1.0;-42.0;-4.0;-10.0;0.0;14:00:00;-1.0;JUV;LAZ
NAP X MIL 27-08-2016;194 (82%);131 (77%);325 (80%);262 (86%);224 (85%);486 (86%);5;7;12;4;4;8;44%;40%;42%;56%;60%;58%;1;2;3;4;1;5;2;2;4;4;5;9;;;;;;;16;25;41;16;19;35;15;13;3;1;4;1;0;1;0;0;0;1;0;1;3;2;5;1;0;1;236;170;406;303;264;567;0;2;2;0;0;0;2;4;6;7;3;10;4;2;6;1;3;4;1;2;3;5;3;8;4;2;6;3;4;7;6;6;12;10;7;17;0;6;6;0;5;5;2.0;2016-08-27;10.0;-9.0;-4.0;-1.0;3.0;-4.0;-14.0;-6.0;-31.0;-20.0;73.0;7.0;30.0;20.0;12.0;10.0;7.0;-6.0;-6.0;4.0;64.0;39.0;26.0;67.0;32.0;46.0;19.0;100.0;61.0;34.0;-33.0;-9.0;-17.0;-47.0;-25.0;-11.0;-1.0;3.0;4.0;2.0;0.0;-17.0;-36.0;-52.0;-32.0;-24.0;-25.0;-14.0;-77.0;-47.0;-27.0;-12.0;-79.0;-38.0;29.0;26.0;-11.0;22.0;71.0;95.0;53.0;28.0;15.0;-27.0;-9.0;-2.0;3.0;-3.0;2.0;-8.0;3.0;-23.0;78.0;80.0;50.0;52.0;35.0;17.0;-39.0;3.0;17.0;5.0;6.0;7.0;28.0;19.0;10.0;19.0;15.0;-18.0;10.0;75.0;4.0;16:45:00;1.0;MIL;NAP
INT X PAL 28-08-2016;98 (69%);81 (69%);179 (69%);238 (86%);221 (84%);459 (85%);11;6;17;10;9;19;33%;31%;32%;67%;69%;68%;0;1;1;1;3;4;1;3;4;5;3;8;;;;;;;30;27;57;34;43;77;24;16;1;2;3;0;2;2;;;;;;;0;0;0;2;0;2;143;117;260;278;264;542;;;;;;;1;1;2;6;9;15;2;1;3;5;8;13;0;3;3;2;3;5;1;4;5;2;5;7;2;5;7;8;14;22;2;3;5;0;1;1;1.0;2016-08-28;10.0;-16.0;-7.0;2.0;2.0;4.0;54.0;34.0;45.0;32.0;31.0;13.0;20.0;17.0;18.0;15.0;9.0;5.0;3.0;-2.0;5.0;6.0;20.0;8.0;9.0;15.0;18.0;35.0;38.0;24.0;56.0;100.0;77.0;19.0;87.0;53.0;30.0;68.0;46.0;26.0;-5.0;-2.0;-2.0;-2.0;-71.0;13.0;-37.0;-17.0;-5.0;45.0;35.0;27.0;23.0;20.0;13.0;16.0;8.0;43.0;-36.0;-2.0;65.0;40.0;25.0;17.0;44.0;-21.0;-1.0;-24.0;5.0;41.0;26.0;100.0;67.0;44.0;7.0;3.0;5.0;40.0;-10.0;-36.0;-2.0;32.0;19.0;40.0;83.0;51.0;9.0;7.0;3.0;-30.0;2.0;25.0;1.0;14:00:00;0.0;PAL;INT
CAG X ROM 28-08-2016;213 (84%);186 (78%);399 (81%);196 (86%);183 (81%);379 (84%);3;13;16;6;10;16;52%;52%;52%;48%;48%;48%;0;4;4;5;1;6;0;3;3;3;1;4;;;;;;;20;32;52;17;25;42;9;21;1;2;3;1;4;5;0;0;0;1;0;1;0;1;1;0;4;4;255;240;495;227;225;452;;;;;;;3;11;14;6;5;11;5;5;10;5;2;7;2;5;7;1;4;5;4;3;7;5;2;7;7;14;21;11;7;18;1;0;1;3;0;3;2.0;2016-08-28;10.0;-25.0;-8.0;27.0;-24.0;37.0;57.0;31.0;23.0;51.0;34.0;-31.0;25.0;22.0;5.0;-3.0;-40.0;-28.0;-21.0;-14.0;-15.0;26.0;-20.0;12.0;8.0;5.0;4.0;1.0;-5.0;-6.0;36.0;-45.0;-11.0;-17.0;-8.0;-3.0;-27.0;22.0;8.0;33.0;5.0;22.0;-74.0;-35.0;-19.0;-16.0;-40.0;-17.0;-2.0;-53.0;-31.0;-21.0;-17.0;68.0;70.0;34.0;-87.0;8.0;8.0;3.0;33.0;21.0;15.0;10.0;-39.0;-14.0;-8.0;-52.0;-9.0;-10.0;-47.0;-22.0;-11.0;-4.0;3.0;15.0;11.0;-53.0;-32.0;-24.0;43.0;28.0;54.0;39.0;19.0;5.0;-4.0;-6.0;62.0;-46.0;35.0;-90.0;2.0;16:45:00;0.0;ROM;CAG
CRO X GEN 28-08-2016;190 (79%);161 (76%);351 (78%);119 (64%);146 (74%);265 (69%);13;7;20;5;6;11;57%;52%;55%;43%;48%;45%;0;1;1;0;0;0;3;3;6;0;1;1;;;;;;;29;22;51;26;25;51;17;16;0;2;2;3;2;5;0;0;0;2;0;2;0;0;0;1;1;2;241;211;452;185;198;383;;;;;;;4;8;12;3;0;3;4;5;9;4;4;8;3;5;8;1;2;3;3;3;6;2;6;8;7;11;18;5;6;11;0;2;2;1;1;2;3.0;2016-08-28;2.0;-17.0;-10.0;-6.0;-3.0;30.0;14.0;-33.0;-43.0;-25.0;31.0;32.0;4.0;1.0;6.0;7.0;5.0;32.0;16.0;16.0;11.0;8.0;21.0;4.0;4.0;-4.0;-2.0;-4.0;73.0;39.0;20.0;8.0;-39.0;25.0;-68.0;-83.0;-52.0;-64.0;-46.0;-70.0;-20.0;-23.0;-5.0;-12.0;-11.0;11.0;-41.0;-100.0;-83.0;-91.0;-91.0;-58.0;-100.0;-60.0;-31.0;-15.0;2.0;-8.0;1.0;1.0;5.0;-78.0;-42.0;-17.0;-5.0;10.0;7.0;-5.0;7.0;31.0;30.0;18.0;13.0;49.0;28.0;12.0;-49.0;-33.0;-7.0;-26.0;-19.0;-14.0;-68.0;-14.0;-6.0;-2.0;7.0;8.0;4.0;-29.0;2.0;75.0;1.0;16:45:00;-1.0;GEN;CRO
FIO X CHV 28-08-2016;133 (75%);170 (81%);303 (78%);257 (87%);234 (83%);491 (85%);5;6;11;16;4;20;37%;45%;41%;63%;55%;59%;0;2;2;1;3;4;1;3;4;4;0;4;;;;;;;16;21;37;41;16;57;16;8;2;0;2;0;2;2;0;0;0;0;1;1;2;2;4;0;0;0;177;210;387;296;281;577;;;;;;;0;5;5;4;3;7;1;4;5;3;3;6;0;2;2;3;0;3;1;3;4;3;3;6;1;8;9;7;6;13;1;1;2;0;0;0;0.0;2016-08-28;10.0;7.0;11.0;12.0;37.0;67.0;45.0;31.0;12.0;5.0;5.0;5.0;33.0;30.0;24.0;16.0;12.0;7.0;6.0;6.0;46.0;100.0;8.0;77.0;47.0;29.0;16.0;48.0;30.0;-29.0;-10.0;-1.0;5.0;10.0;5.0;-21.0;-3.0;5.0;5.0;-28.0;75.0;-18.0;-13.0;-10.0;6.0;11.0;6.0;9.0;4.0;-7.0;-13.0;36.0;-20.0;-36.0;-21.0;-13.0;10.0;-11.0;-26.0;-17.0;-39.0;-71.0;-39.0;28.0;2.0;2.0;4.0;6.0;1.0;-7.0;-7.0;-7.0;-37.0;-24.0;-11.0;-13.0;-4.0;4.0;3.0;4.0;5.0;6.0;1.0;5.0;26.0;14.0;12.0;11.0;10.0;1.0;8.0;-80.0;1.0;16:45:00;1.0;CHV;FIO
SAM X ATT 28-08-2016;171 (83%);170 (86%);341 (84%);195 (82%);287 (90%);482 (87%);3;5;8;3;1;4;47%;39%;43%;53%;61%;57%;0;1;1;0;0;0;0;1;1;0;3;3;;;;;;;20;26;46;29;24;53;16;13;0;2;2;0;0;0;0;0;0;1;0;1;1;3;4;2;2;4;207;197;404;238;319;557;1;0;1;0;0;0;2;2;4;3;0;3;3;2;5;4;0;4;1;0;1;2;2;4;2;1;3;3;2;5;4;3;7;6;2;8;4;2;6;0;1;1;1.0;2016-08-28;-10.0;32.0;18.0;14.0;11.0;5.0;-2.0;2.0;1.0;6.0;-7.0;-12.0;-7.0;-10.0;-9.0;-9.0;-33.0;-20.0;-10.0;-5.0;-82.0;-41.0;-31.0;-14.0;33.0;41.0;37.0;15.0;91.0;55.0;33.0;22.0;17.0;-21.0;7.0;37.0;30.0;36.0;24.0;4.0;75.0;4.0;-3.0;-2.0;4.0;-8.0;4.0;5.0;-17.0;-4.0;4.0;44.0;20.0;8.0;28.0;20.0;-33.0;32.0;23.0;18.0;9.0;4.0;-1.0;4.0;2.0;-1.0;-1.0;-16.0;-26.0;-10.0;-12.0;-19.0;-5.0;6.0;7.0;11.0;13.0;14.0;-5.0;5.0;-8.0;-6.0;-6.0;-2.0;7.0;15.0;11.0;-18.0;8.0;-1.0;2.0;55.0;2.0;16:45:00;1.0;ATT;SAM
SAS X PES 28-08-2016;277 (86%);210 (83%);487 (85%);169 (78%);135 (76%);304 (77%);2;2;4;9;7;16;61%;59%;60%;39%;41%;40%;2;1;3;2;3;5;6;1;7;0;2;2;;;;;;;18;27;45;30;37;67;21;13;1;0;1;3;2;5;;;;;;;1;2;3;0;2;2;322;252;574;216;178;394;;;;;;;3;6;9;3;1;4;5;2;7;2;3;5;2;3;5;2;1;3;6;0;6;3;6;9;9;6;15;6;7;13;1;1;2;1;1;2;3.0;2016-08-28;-1.0;-29.0;-38.0;-27.0;-19.0;-18.0;-14.0;-11.0;-12.0;-11.0;-30.0;-1.0;-22.0;-12.0;-7.0;-4.0;-8.0;-2.0;-4.0;-7.0;-8.0;-34.0;-62.0;-22.0;-39.0;-27.0;-20.0;-34.0;-20.0;-7.0;-40.0;29.0;77.0;-22.0;44.0;24.0;-22.0;-6.0;-50.0;-2.0;0.0;-2.0;-3.0;20.0;9.0;-13.0;-6.0;-3.0;3.0;9.0;32.0;16.0;5.0;-4.0;-4.0;-8.0;-10.0;-8.0;-48.0;-24.0;-15.0;-10.0;-11.0;-4.0;34.0;57.0;33.0;33.0;19.0;15.0;-32.0;-18.0;-11.0;-8.0;29.0;13.0;4.0;-9.0;17.0;-6.0;-84.0;-53.0;-59.0;-38.0;-25.0;-17.0;-13.0;-4.0;-5.0;5.0;-5.0;35.0;0.0;16:45:00;-1.0;PES;SAS
TOR X BGN 28-08-2016;156 (82%);201 (87%);357 (84%);210 (84%);113 (77%);323 (82%);2;2;4;6;1;7;44%;62%;52%;56%;38%;48%;0;2;2;4;1;5;0;3;3;4;2;6;;;;;;;16;31;47;25;28;53;12;14;2;4;6;0;1;1;;;;;;;3;0;3;3;1;4;191;232;423;249;146;395;;;;;;;2;2;4;5;8;13;4;2;6;2;2;4;1;1;2;4;7;11;3;3;6;5;2;7;5;5;10;10;10;20;0;2;2;0;1;1;1.0;2016-08-28;10.0;-10.0;-24.0;-17.0;-4.0;-1.0;17.0;16.0;15.0;-10.0;-1.0;11.0;30.0;10.0;5.0;2.0;4.0;1.0;-2.0;43.0;72.0;100.0;12.0;91.0;52.0;-38.0;-46.0;-33.0;-22.0;-3.0;5.0;6.0;78.0;18.0;51.0;9.0;29.0;21.0;4.0;-13.0;0.0;-6.0;-3.0;-2.0;3.0;8.0;3.0;-3.0;3.0;44.0;70.0;50.0;33.0;43.0;57.0;25.0;2.0;21.0;9.0;-6.0;-9.0;-1.0;24.0;12.0;-47.0;44.0;11.0;-7.0;3.0;1.0;41.0;18.0;8.0;2.0;-3.0;-7.0;-27.0;-20.0;-4.0;-15.0;68.0;32.0;13.0;5.0;71.0;14.0;-28.0;-16.0;69.0;-11.0;23.0;-5.0;5.0;16:45:00;1.0;BGN;TOR
UDI X EMP 28-08-2016;192 (83%);224 (83%);416 (83%);136 (78%);86 (64%);222 (72%);8;9;17;6;7;13;56%;67%;62%;44%;33%;38%;6;0;6;1;1;2;3;2;5;2;2;4;0;0;0;0;1;1;28;30;58;31;34;65;19;15;0;1;1;3;1;4;1;0;1;0;0;0;1;0;1;2;1;3;231;271;502;175;134;309;0;1;1;0;0;0;5;1;6;3;4;7;2;1;3;2;4;6;3;1;4;1;2;3;6;1;7;1;3;4;11;2;13;4;7;11;0;3;3;1;2;3;0.0;2016-08-28;10.0;2.0;-3.0;11.0;7.0;5.0;10.0;43.0;27.0;18.0;28.0;11.0;14.0;3.0;-3.0;-2.0;-10.0;-17.0;-11.0;-41.0;-28.0;-17.0;36.0;-10.0;-7.0;-3.0;-82.0;-47.0;-67.0;-78.0;-49.0;-27.0;-21.0;100.0;-44.0;-42.0;-35.0;-26.0;-8.0;-7.0;;-8.0;-9.0;-10.0;-12.0;70.0;-3.0;4.0;-4.0;2.0;-4.0;-29.0;-26.0;-18.0;-19.0;-14.0;46.0;-14.0;-11.0;-6.0;-8.0;-10.0;-31.0;-29.0;-24.0;49.0;13.0;38.0;-33.0;23.0;-8.0;-11.0;8.0;5.0;-3.0;2.0;-5.0;-16.0;22.0;-13.0;-12.0;-16.0;46.0;18.0;7.0;-15.0;-9.0;-3.0;-3.0;8.0;-4.0;100.0;2.0;16:45:00;1.0;EMP;UDI
JUV X SAS 10-09-2016;95 (63%);99 (70%);194 (66%);278 (87%);278 (87%);556 (87%);5;4;9;4;6;10;32%;31%;31%;68%;69%;69%;1;1;2;4;2;6;2;3;5;5;9;14;0;0;0;2;0;2;13;21;34;22;23;45;12;10;2;5;7;2;0;2;0;1;1;1;0;1;0;1;1;3;0;3;152;141;293;321;319;640;;;;;;;4;3;7;12;8;20;1;3;4;4;3;7;3;0;3;5;5;10;1;1;2;1;2;3;5;4;9;13;10;23;0;2;2;0;1;1;1.0;2016-09-10;10.0;-4.0;81.0;31.0;26.0;21.0;37.0;51.0;37.0;27.0;21.0;11.0;36.0;25.0;20.0;18.0;5.0;-1.0;-1.0;-2.0;104.0;59.0;16.0;35.0;22.0;18.0;-90.0;-43.0;-18.0;-9.0;-4.0;35.0;55.0;39.0;38.0;28.0;22.0;56.0;42.0;2.0;85.0;2.0;3.0;7.0;9.0;43.0;76.0;50.0;35.0;26.0;20.0;12.0;17.0;55.0;63.0;43.0;25.0;11.0;12.0;94.0;90.0;89.0;54.0;31.0;7.0;3.0;2.0;19.0;2.0;3.0;3.0;47.0;3.0;7.0;-15.0;6.0;6.0;8.0;-35.0;50.0;56.0;38.0;63.0;100.0;53.0;20.0;-26.0;-16.0;-39.0;-15.0;45.0;-35.0;3.0;14:00:00;1.0;SAS;JUV
PAL X NAP 10-09-2016;350 (91%);343 (92%);693 (92%);196 (81%);221 (91%);417 (86%);4;1;5;4;2;6;62%;60%;61%;38%;40%;39%;2;2;4;0;3;3;2;2;4;0;2;2;;;;;;;20;20;40;14;15;29;7;14;1;0;1;2;2;4;;;;;;;2;0;2;1;3;4;384;373;757;243;243;486;;;;;;;5;5;10;0;3;3;6;0;6;0;1;1;2;5;7;1;0;1;5;2;7;1;1;2;10;7;17;1;4;5;;;;;;;3.0;2016-09-10;10.0;-4.0;-6.0;-6.0;-12.0;-10.0;-9.0;-3.0;-30.0;-20.0;-15.0;5.0;-12.0;-51.0;-34.0;-16.0;-1.0;-6.0;-11.0;-9.0;-9.0;-19.0;2.0;-9.0;-2.0;43.0;21.0;5.0;-5.0;-45.0;-64.0;-41.0;-28.0;-1.0;-45.0;-59.0;-69.0;-47.0;-64.0;-73.0;;-47.0;-33.0;-100.0;-61.0;-1.0;-34.0;-20.0;-97.0;-52.0;-30.0;-17.0;-14.0;4.0;38.0;24.0;-2.0;16.0;51.0;28.0;17.0;13.0;10.0;-72.0;-39.0;-17.0;-9.0;-2.0;-4.0;3.0;-4.0;-4.0;-6.0;-42.0;-28.0;-15.0;-12.0;-70.0;-2.0;-42.0;-28.0;-21.0;-16.0;-8.0;-33.0;-23.0;-17.0;-8.0;-8.0;-2.0;7.0;;0.0;16:45:00;-1.0;NAP;PAL
BGN X CAG 11-09-2016;220 (83%);146 (79%);366 (82%);164 (79%);145 (85%);309 (82%);2;6;8;6;5;11;56%;53%;55%;44%;47%;45%;0;0;0;2;3;5;4;0;4;3;6;9;;;;;;;21;26;47;23;16;39;9;13;3;5;8;2;2;4;;;;;;;1;1;2;1;1;2;265;184;449;208;170;378;0;1;1;0;0;0;3;3;6;1;4;5;4;2;6;0;2;2;2;3;5;4;6;10;3;2;5;5;7;12;6;5;11;6;11;17;2;1;3;0;1;1;1.0;2016-09-11;10.0;-3.0;-28.0;-18.0;-13.0;58.0;23.0;16.0;-55.0;-18.0;48.0;6.0;21.0;14.0;19.0;11.0;79.0;48.0;29.0;13.0;65.0;30.0;5.0;20.0;5.0;6.0;9.0;8.0;5.0;4.0;2.0;1.0;-25.0;4.0;-49.0;-52.0;-73.0;-46.0;-23.0;-28.0;-65.0;-24.0;-22.0;-16.0;-12.0;3.0;-8.0;-7.0;-9.0;-10.0;-11.0;12.0;4.0;-9.0;-11.0;-19.0;22.0;-16.0;-13.0;-6.0;-1.0;2.0;12.0;3.0;-5.0;21.0;67.0;12.0;64.0;41.0;66.0;40.0;56.0;73.0;44.0;-34.0;-4.0;7.0;12.0;-1.0;7.0;7.0;-74.0;-40.0;-2.0;2.0;4.0;50.0;33.0;4.0;16.0;30.0;2.0;08:30:00;1.0;CAG;BGN
ATT X TOR 11-09-2016;125 (77%);141 (79%);266 (78%);154 (79%);88 (75%);242 (77%);6;6;12;5;1;6;45%;60%;52%;55%;40%;48%;1;1;2;3;4;7;1;3;4;2;2;4;0;0;0;0;2;2;22;20;42;18;22;40;20;16;1;0;1;3;3;6;;;;;;;1;0;1;2;0;2;163;179;342;196;118;314;;;;;;;2;4;6;6;7;13;2;3;5;7;5;12;3;4;7;1;2;3;4;4;8;5;4;9;6;8;14;11;11;22;1;1;2;1;1;2;1.0;2016-09-11;10.0;13.0;10.0;-57.0;-24.0;-12.0;-4.0;-35.0;-11.0;9.0;4.0;12.0;5.0;14.0;-21.0;-13.0;-15.0;29.0;14.0;13.0;44.0;51.0;19.0;43.0;20.0;10.0;1.0;-3.0;-5.0;-10.0;-8.0;-7.0;-6.0;23.0;6.0;6.0;52.0;30.0;17.0;-42.0;65.0;-26.0;-48.0;-30.0;-47.0;20.0;26.0;-3.0;8.0;-18.0;-2.0;-80.0;98.0;31.0;22.0;4.0;13.0;5.0;-2.0;2.0;-4.0;-5.0;7.0;3.0;-4.0;-3.0;-4.0;39.0;-6.0;23.0;39.0;16.0;2.0;-8.0;-12.0;-52.0;-33.0;-61.0;25.0;-38.0;-89.0;78.0;13.0;13.0;10.0;13.0;-23.0;-9.0;-8.0;17.0;33.0;30.0;2.0;11:00:00;1.0;TOR;ATT
CHV X LAZ 11-09-2016;207 (86%);132 (68%);339 (78%);251 (87%);122 (68%);373 (80%);7;7;14;7;18;25;46%;52%;49%;54%;48%;51%;2;0;2;0;1;1;1;0;1;0;2;2;;;;;;;22;26;48;22;37;59;15;14;1;2;3;0;2;2;;;;;;;1;0;1;1;0;1;240;195;435;290;179;469;;;;;;;2;6;8;1;5;6;1;5;6;0;2;2;0;3;3;1;3;4;1;2;3;0;1;1;3;8;11;1;6;7;0;5;5;0;2;2;1.0;2016-09-11;-4.0;3.0;3.0;-4.0;1.0;1.0;1.0;6.0;8.0;9.0;10.0;-5.0;11.0;11.0;11.0;11.0;11.0;5.0;47.0;27.0;15.0;8.0;-5.0;4.0;-2.0;-3.0;-3.0;-3.0;-33.0;-13.0;-1.0;7.0;4.0;-8.0;5.0;13.0;2.0;-5.0;-6.0;-5.0;0.0;-2.0;-2.0;-3.0;4.0;-35.0;5.0;7.0;61.0;73.0;40.0;22.0;-72.0;-35.0;-15.0;-5.0;-19.0;9.0;16.0;12.0;100.0;61.0;32.0;15.0;7.0;-3.0;5.0;-9.0;-1.0;-1.0;-1.0;-1.0;-6.0;-74.0;-51.0;-62.0;-44.0;-28.0;-3.0;-54.0;-34.0;-20.0;-47.0;-33.0;-21.0;-42.0;-54.0;-19.0;-11.0;2.0;31.0;45.0;1.0;11:00:00;0.0;LAZ;CHV
GEN X FIO 11-09-2016;165 (74%);255 (80%);420 (77%);138 (73%);97 (61%);235 (68%);5;9;14;4;12;16;55%;66%;61%;45%;34%;39%;0;1;1;0;0;0;1;2;3;1;3;4;;;;;;;28;32;60;21;38;59;14;23;1;1;2;1;1;2;0;1;1;1;0;1;0;1;1;3;0;3;222;320;542;188;160;348;;;;;;;0;3;3;3;2;5;1;4;5;3;3;6;1;1;2;4;1;5;2;3;5;4;2;6;2;6;8;7;4;11;1;1;2;1;2;3;0.0;2016-09-11;173.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;-5.0;3.0;100.0;-2.0;-3.0;-4.0;-4.0;-5.0;-5.0;-5.0;-10.0;-8.0;-7.0;57.0;-1.0;-28.0;-13.0;-5.0;5.0;8.0;-18.0;-3.0;83.0;45.0;31.0;19.0;10.0;4.0;-5.0;-5.0;-4.0;-5.0;57.0;35.0;22.0;15.0;16.0;5.0;2.0;-28.0;-21.0;-16.0;-13.0;-16.0;-1.0;-4.0;-2.0;-5.0;-31.0;-18.0;-41.0;-19.0;-36.0;-19.0;15.0;-5.0;-4.0;-4.0;-5.0;26.0;8.0;-30.0;-22.0;-8.0;-41.0;-18.0;-3.0;-13.0;-15.0;-5.0;-19.0;-15.0;-58.0;-38.0;-26.0;-18.0;-14.0;-9.0;16.0;2.0;-5.0;27.0;0.0;1.0;11:00:00;1.0;FIO;GEN
MIL X UDI 11-09-2016;123 (81%);92 (72%);215 (77%);229 (90%);217 (88%);446 (89%);7;8;15;3;11;14;38%;35%;37%;62%;65%;63%;4;1;5;7;0;7;6;2;8;5;3;8;;;;;;;25;22;47;21;25;46;9;10;0;2;2;1;0;1;0;0;0;1;0;1;0;0;0;2;1;3;151;128;279;254;246;500;;;;;;;4;4;8;3;4;7;1;2;3;3;2;5;1;1;2;0;2;2;2;0;2;7;0;7;6;4;10;10;4;14;1;4;5;1;0;1;1.0;2016-09-11;4.0;-9.0;7.0;-3.0;-28.0;-9.0;6.0;2.0;-1.0;6.0;2.0;5.0;4.0;31.0;23.0;17.0;44.0;60.0;38.0;26.0;-31.0;-39.0;6.0;-18.0;-9.0;13.0;9.0;6.0;12.0;5.0;26.0;14.0;8.0;7.0;-6.0;-24.0;-10.0;7.0;27.0;19.0;20.0;-12.0;-3.0;4.0;-27.0;7.0;-37.0;-17.0;-7.0;-1.0;4.0;2.0;9.0;12.0;14.0;16.0;-12.0;17.0;37.0;26.0;20.0;21.0;17.0;18.0;15.0;18.0;10.0;-2.0;6.0;33.0;19.0;56.0;44.0;27.0;14.0;4.0;1.0;26.0;2.0;15.0;7.0;7.0;1.0;-3.0;-5.0;-30.0;-21.0;-15.0;-91.0;-18.0;3.0;75.0;0.0;11:00:00;-1.0;UDI;MIL
