game;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5
KAI X FUR 08-05-2016;-1;9;1;-39;-51;-25;37;13;32;97;58;7;63;33;4.0;-2;32;16;11;8;11;-4;-29;1;-59.0;-32;-23;-12;-10;2.0;12;88.0;53;-14;38;24;20;17;11;7;0.0;2;2;-29;-9;-7;-3;22;13;21;9;17;15;10;12;44;7;27;-24;-2;2;-41;-22;47;17;12;11;1;13;46;100;63;38;13;6;2;2;1;-4;-4;-29;-16;-48;-67;-38;-24;-13;-3;7;7;2;-5.0
NUR X STP 08-05-2016;1;45;27;22;14;7;83;70;42;66;70;1;36;21;100.0;62;35;22;19;5;-5;-5;1;-2;-6.0;-8;-4;-1;21;12.0;8;-60.0;-31;-4;-14;-8;-4;2;31;-5;5.0;21;16;-44;-18;27;-4;-7;-8;2;-3;-21;-11;-4;-1;-19;15;32;13;4;4;10;40;25;16;31;9;15;4;-4;-5;-13;-6;-2;1;-4;-35;-25;9;56;25;16;13;4;-30;-47;-32;21;2;27;-4;-60.0
MUN X SCP 08-05-2016;31;3;72;44;27;17;11;7;25;41;20;18;18;-39;-17.0;-8;-10;-7;-42;-56;-34;-21;7;-38;-15.0;-2;5;-1;6;2.0;-21;-17.0;-12;-9;9;34;25;8;-22;-11;-10.0;-42;-76;-46;-54;-6;-78;-49;-61;-37;-21;35;24;66;43;54;-5;9;-41;-51;-31;-46;-22;-6;40;22;14;-7;3;6;60;35;95;86;50;35;20;6;7;41;24;13;7;4;-1;25;3;-6;-2;2;-6;-20.0
ARM X UNB 08-05-2016;-1;31;27;54;-43;-17;-12;-14;-53;-40;28;3;25;8;1.0;-3;-14;-12;60;31;18;-41;-8;-16;-9.0;-1;-5;40;23;18.0;55;32.0;21;-5;12;1;-2;-36;-27;-16;-5.0;-1;-1;-37;-24;-10;-16;-16;-11;34;50;28;10;4;3;29;-8;19;10;44;29;13;6;41;-22;-1;14;-7;11;-62;-64;-69;-43;-32;-16;-8;4;-2;-5;-6;-5;4;-2;-2;-2;69;18;-22;-97;68;-59;35.0
DUS X FSV 08-05-2016;1;15;15;22;43;24;20;7;49;28;24;21;16;7;3.0;4;-13;-3;8;-3;7;-28;18;-15;-7.0;-1;8;38;30;25.0;67;100.0;96;62;53;32;21;3;12;2;-5.0;-19;-10;-5;76;37;42;22;13;3;-8;-4;-7;-3;-6;-3;18;21;16;-10;-5;-2;6;91;50;25;15;-34;-15;-14;-43;-24;-9;-9;-57;-33;38;8;-3;3;-32;-17;-15;-15;23;8;3;-7;28;32;16;0.0
SCF X HEI 08-05-2016;1;22;23;19;11;24;15;28;21;13;6;-45;4;31;23.0;14;8;5;1;10;33;11;-25;4;-53.0;-23;18;-3;-3;-8.0;-2;-5.0;-1;-14;-3;-9;38;10;3;-23;;-14;-8;29;-87;-3;-8;-36;-23;-12;4;4;6;7;2;-2;-1;4;4;5;1;-37;-23;-10;-3;34;24;2;15;14;8;8;34;21;17;-20;6;41;1;62;37;24;19;8;32;39;99;58;-60;46;-16;75.0
RBL X KAR 08-05-2016;6;10;7;54;30;19;11;7;-20;46;16;3;10;1;3.0;31;27;11;12;12;5;2;2;-20;-15.0;-4;61;39;19;17.0;10;1.0;1;2;5;-6;5;31;17;9;;5;7;-6;5;6;-1;4;41;64;35;18;17;5;2;-8;-5;-6;-1;18;6;7;11;-8;8;10;38;1;25;18;47;30;18;-18;-41;-29;-25;-12;35;-38;-12;-4;23;34;25;22;90;54;63;16;-45;-45.0
SAN X DUI 08-05-2016;6;25;14;10;5;-7;-9;-21;-19;-7;-4;2;-43;-50;-25.0;-21;-13;-6;34;17;39;51;-7;27;11.0;-23;-14;-8;-7;-12.0;-8;-12.0;-15;-3;-1;48;20;4;5;-8;;-9;-7;-6;-7;-3;-6;-6;-31;-26;-23;-56;-36;-27;-23;-16;-3;23;26;23;6;2;3;3;19;30;86;24;48;21;4;-2;-7;93;46;26;8;-12;12;-87;-53;-58;-100;-67;-36;-23;48;55;35;36;74;15.0
BOC X EBR 08-05-2016;-5;-25;-13;-2;-5;-29;31;8;-25;-10;-13;-6;16;4;-9.0;-6;-2;12;26;92;56;29;-3;17;5.0;-21;-11;77;42;-44.0;-8;27.0;8;-21;10;-14;-1;-51;-24;-23;;-12;-28;-44;-32;-11;-60;-36;-26;-14;-9;-3;-78;-42;29;1;-10;99;100;-77;-11;-3;-8;31;13;-65;-33;-5;-14;16;3;7;4;7;3;2;1;1;-77;-30;-36;-41;-39;-23;-11;-4;1;30;18;-43;11;65.0
HEI X BOC 15-05-2016;1;6;1;-20;-14;-8;-34;-24;-12;-6;-2;-75;1;36;42.0;31;24;20;35;-30;-5;-2;-23;21;5.0;-24;-89;-41;-20;-10.0;-7;17.0;10;-13;37;28;18;26;16;9;;46;32;17;10;16;5;35;15;9;-6;-26;-92;-59;-70;-46;45;-100;-44;-26;-8;-9;5;2;41;-76;-25;33;35;31;20;58;60;33;19;11;79;40;19;-35;6;-24;-24;-43;-22;-13;-20;-6;1;12;1;95.0
UNB X SCF 15-05-2016;1;9;6;7;3;5;-17;-5;-15;-50;-37;-30;-22;-15;-10.0;-9;-6;-4;30;10;21;7;-16;4;4.0;2;-36;-20;45;13.0;7;11.0;1;-13;-2;-16;-15;10;-6;-8;5.0;-1;-5;-2;-1;-12;-50;-19;-5;-2;51;38;42;25;20;4;-9;2;21;32;19;12;2;1;76;18;15;-10;14;8;-1;-1;-11;-41;-20;25;82;49;-17;36;20;10;-21;-52;-36;-27;-66;-33;-22;-6;-13;-85.0
EBR X DUS 15-05-2016;20;-22;-14;-5;-4;-33;-20;44;-27;-5;-6;15;-4;-7;-3.0;49;37;16;8;5;-4;21;8;10;1.0;1;36;20;27;17.0;10;4.0;2;33;5;3;2;-5;-21;-32;;-19;-12;-13;-12;19;-6;40;19;11;11;65;90;52;30;16;13;4;5;-1;-1;5;-6;10;-6;-2;-2;-52;-2;-2;-6;-4;-78;-42;-25;-20;-17;-5;-26;45;53;31;-81;-37;-20;-30;-18;-5;-3;-18;-3;0.0
STP X KAI 15-05-2016;23;4;-4;-5;-2;2;2;21;-29;-8;-9;21;-4;-3;1.0;76;46;28;13;8;-1;10;99;4;1.0;-1;4;-6;40;41.0;28;40.0;74;-74;40;21;11;34;11;10;10.0;-8;-7;-27;-19;77;38;12;5;1;-3;-6;12;16;87;58;39;37;23;19;42;36;29;25;17;-18;-48;23;-51;-28;73;31;13;-33;-91;-62;-35;73;13;25;22;15;11;8;6;-5;-80;-42;61;14;40;
FSV X MUN 15-05-2016;6;-11;-5;7;-9;-7;-2;-25;-19;-9;7;8;1;3;3.0;3;2;2;2;2;6;8;5;75;39.0;13;7;4;-7;-4.0;-1;6.0;-40;64;-26;-25;-10;-11;-3;-1;;1;1;1;-74;34;-46;-25;47;50;37;24;15;82;48;30;26;14;15;10;2;8;-19;-51;-29;-15;12;-19;9;20;18;21;17;31;18;11;2;1;-1;1;51;51;36;32;15;-29;-14;-3;71;-4;41;-65.0
KAR X ARM 15-05-2016;1;21;7;4;45;27;15;14;8;2;6;1;9;10;6.0;-5;1;6;3;2;-5;1;1;-4;-82.0;-58;-33;31;7;16.0;21;13.0;11;1;7;4;7;5;8;-5;;1;-5;-2;-2;5;66;43;25;20;12;-10;-64;-38;-23;-8;3;41;60;41;-35;-6;41;22;12;-25;-3;7;-10;-6;-48;-26;-15;-8;6;3;-5;-21;-35;-12;-82;-48;-28;-14;-8;20;2;2;6;-12;1;45.0
DUI X RBL 15-05-2016;-1;-1;39;31;22;22;16;12;1;5;-5;-3;-21;-18;-15.0;-9;-35;-19;-16;51;84;64;-40;46;55.0;66;75;48;23;-41.0;-19;-9.0;-6;-27;-3;-1;5;7;9;-11;5.0;-6;-5;-34;-17;-19;29;9;-7;-7;-14;-12;-13;-9;-26;-16;-14;-11;-7;-6;4;-7;44;22;-22;-1;-2;-6;-2;-3;-2;-4;-9;73;37;15;7;7;-4;1;1;-5;26;15;14;4;4;1;-6;-5;-4;25.0
SCP X NUR 15-05-2016;-41;60;30;58;35;24;12;7;1;-5;36;-54;-90;-47;-27.0;41;17;12;3;7;-5;-2;-27;6;-5.0;-5;-7;-24;-9;-9.0;6;5.0;5;-16;53;37;52;25;-20;-35;40.0;4;5;6;3;-9;41;38;17;-21;-26;-29;30;11;52;27;6;41;26;34;16;29;10;5;-6;-2;-8;-5;-10;-1;-6;5;-6;-3;-2;-6;5;5;61;33;19;82;18;45;54;-75;-30;40;11;60;0;5.0
FUR X SAN 15-05-2016;7;25;16;9;11;13;3;3;3;8;10;26;83;50;26.0;16;11;2;7;-60;-57;-28;97;-17;-30.0;-18;-8;-10;41;22.0;18;-50.0;-22;59;-15;-14;-13;-74;-43;-20;60.0;6;-5;1;7;76;5;9;2;-19;-8;22;5;10;4;-4;46;2;-3;2;-3;2;-28;-15;82;45;-39;52;7;1;-8;-74;-40;-18;-39;-27;-4;62;31;35;24;10;2;-27;32;10;12;8;8;20;3;0.0
