game;away_score;data;form_minute_-11;form_minute_-13;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SAN X FLU 04-10-2015;1.0;2015-10-04;;;-10.0;3.0;66.0;23.0;10.0;14.0;-17.0;49.0;48.0;30.0;14.0;7.0;15.0;6.0;2.0;7.0;-4.0;1.0;-44.0;-22.0;-36.0;-28.0;11.0;-19.0;-10.0;-9.0;-6.0;-21.0;-14.0;-1.0;3.0;3.0;5.0;13.0;-10.0;-8.0;6.0;6.0;9.0;8.0;;48.0;35.0;23.0;16.0;39.0;17.0;-10.0;-6.0;18.0;36.0;18.0;39.0;57.0;-62.0;-20.0;100.0;14.0;-2.0;-5.0;8.0;-33.0;65.0;22.0;43.0;24.0;16.0;58.0;4.0;7.0;6.0;-6.0;-1.0;-1.0;10.0;-5.0;-10.0;-9.0;27.0;-4.0;-2.0;6.0;-45.0;-18.0;81.0;47.0;28.0;46.0;27.0;13.0;11.0;-35.0;3.0;17:00:00;1.0;FLU;SAN
CHA X PAL 04-10-2015;1.0;2015-10-04;;;-10.0;12.0;-9.0;-10.0;-10.0;-24.0;-17.0;-12.0;15.0;3.0;3.0;-9.0;1.0;-1.0;-1.0;79.0;47.0;29.0;15.0;6.0;38.0;22.0;-29.0;9.0;1.0;-4.0;-9.0;-10.0;-11.0;-11.0;-1.0;1.0;1.0;-35.0;1.0;-4.0;-5.0;-7.0;-8.0;-14.0;-135.0;-1.0;2.0;1.0;1.0;43.0;5.0;-2.0;2.0;2.0;-4.0;-5.0;97.0;51.0;31.0;-99.0;100.0;-69.0;-46.0;-14.0;8.0;39.0;33.0;100.0;83.0;47.0;2.0;69.0;-4.0;-8.0;-33.0;-13.0;-2.0;-62.0;-33.0;-11.0;7.0;4.0;42.0;9.0;13.0;-27.0;42.0;19.0;12.0;13.0;100.0;67.0;41.0;25.0;2.0;30.0;5.0;19:30:00;1.0;PAL;CHA
CAM X INT 14-10-2015;1.0;2015-10-14;;;-10.0;1.0;-3.0;28.0;1.0;6.0;9.0;11.0;83.0;50.0;30.0;-1.0;18.0;11.0;-3.0;-3.0;-1.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;20.0;10.0;9.0;-8.0;23.0;7.0;-19.0;-100.0;10.0;-69.0;-43.0;-20.0;20.0;37.0;31.0;40.0;5.0;6.0;7.0;7.0;10.0;7.0;7.0;57.0;51.0;35.0;26.0;20.0;40.0;60.0;33.0;37.0;17.0;7.0;2.0;6.0;13.0;18.0;16.0;-25.0;16.0;-3.0;27.0;103.0;52.0;30.0;14.0;-48.0;-30.0;-16.0;-8.0;-4.0;1.0;21.0;6.0;69.0;42.0;-100.0;-43.0;31.0;6.0;2.0;-10.0;31.0;15.0;17.0;55.0;2.0;20:30:00;1.0;INT;CAM
SPT X AVA 14-10-2015;0.0;2015-10-14;;;7.0;7.0;32.0;8.0;3.0;1.0;6.0;6.0;10.0;9.0;28.0;30.0;19.0;44.0;21.0;8.0;8.0;5.0;1.0;27.0;17.0;10.0;19.0;11.0;1.0;-1.0;-42.0;-17.0;-8.0;-1.0;3.0;6.0;5.0;12.0;-33.0;61.0;30.0;23.0;39.0;31.0;;6.0;10.0;12.0;9.0;8.0;9.0;30.0;21.0;76.0;69.0;45.0;34.0;69.0;66.0;42.0;5.0;-41.0;75.0;33.0;11.0;52.0;34.0;15.0;-30.0;-15.0;-12.0;2.0;-6.0;-3.0;-5.0;-71.0;-1.0;1.0;31.0;19.0;17.0;8.0;20.0;-5.0;-1.0;-4.0;-7.0;46.0;56.0;29.0;14.0;4.0;-4.0;16.0;-4.0;0.0;3.0;20:30:00;1.0;AVA;SPT
FIG X FLA 15-10-2015;0.0;2015-10-14;;;10.0;91.0;16.0;7.0;-30.0;26.0;-5.0;15.0;50.0;28.0;6.0;8.0;5.0;-39.0;77.0;27.0;13.0;3.0;-5.0;-9.0;-9.0;-24.0;7.0;-15.0;-20.0;-8.0;24.0;6.0;-7.0;5.0;-7.0;-11.0;-13.0;7.0;-39.0;-34.0;-25.0;-20.0;-53.0;-31.0;-30.0;-2.0;-2.0;-3.0;-3.0;6.0;34.0;18.0;5.0;2.0;-31.0;-18.0;-55.0;-31.0;-23.0;-71.0;48.0;-47.0;-29.0;-22.0;-12.0;-7.0;-8.0;-9.0;81.0;40.0;75.0;70.0;40.0;20.0;-30.0;-22.0;-21.0;-16.0;-31.0;-23.0;-25.0;-42.0;78.0;-20.0;-5.0;3.0;-3.0;3.0;1.0;1.0;-5.0;-1.0;81.0;43.0;73.0;5.0;3.0;22:00:00;1.0;FLA;FIG
JOI X CFC 15-10-2015;1.0;2015-10-14;;;-4.0;15.0;10.0;7.0;-54.0;-32.0;-18.0;29.0;-13.0;-33.0;-18.0;-5.0;25.0;-26.0;-50.0;-32.0;-24.0;-21.0;-13.0;43.0;46.0;25.0;-1.0;13.0;13.0;-35.0;38.0;7.0;31.0;22.0;20.0;13.0;4.0;1.0;-4.0;-30.0;-23.0;-19.0;-17.0;-20.0;-45.0;4.0;5.0;5.0;5.0;6.0;5.0;-4.0;-4.0;-1.0;-24.0;-43.0;-34.0;-19.0;-15.0;-6.0;9.0;-9.0;-7.0;43.0;20.0;49.0;27.0;64.0;32.0;17.0;50.0;9.0;47.0;22.0;5.0;1.0;-45.0;63.0;17.0;58.0;32.0;54.0;8.0;25.0;12.0;1.0;-3.0;3.0;-27.0;-9.0;8.0;-8.0;-11.0;58.0;-12.0;-180.0;3.0;22:00:00;1.0;CFC;JOI
PAL X PON 15-10-2015;1.0;2015-10-14;;;-10.0;-30.0;-21.0;-15.0;-12.0;-8.0;-2.0;-30.0;-47.0;-31.0;-47.0;-11.0;-21.0;13.0;-5.0;-5.0;-3.0;26.0;12.0;8.0;-75.0;-41.0;20.0;-26.0;-11.0;20.0;-21.0;36.0;20.0;14.0;9.0;49.0;28.0;7.0;18.0;7.0;12.0;36.0;26.0;;5.0;6.0;59.0;41.0;26.0;-11.0;17.0;17.0;2.0;8.0;10.0;21.0;39.0;46.0;29.0;14.0;-6.0;10.0;2.0;4.0;-62.0;-27.0;-18.0;-7.0;69.0;50.0;32.0;-7.0;16.0;6.0;-4.0;-6.0;-8.0;-33.0;-24.0;-3.0;6.0;38.0;-8.0;41.0;36.0;2.0;2.0;2.0;42.0;29.0;40.0;25.0;16.0;-38.0;8.0;0.0;0.0;22:00:00;-1.0;PON;PAL
CAP X CRU 15-10-2015;2.0;2015-10-14;;;10.0;-8.0;6.0;5.0;12.0;8.0;5.0;3.0;-5.0;2.0;-3.0;10.0;8.0;4.0;8.0;5.0;-5.0;-2.0;1.0;1.0;6.0;5.0;11.0;7.0;8.0;9.0;8.0;9.0;4.0;51.0;100.0;77.0;37.0;11.0;18.0;-24.0;-18.0;15.0;-6.0;-52.0;-15.0;13.0;-38.0;-14.0;-6.0;6.0;3.0;8.0;4.0;-7.0;-4.0;-89.0;-58.0;-44.0;-30.0;-23.0;9.0;-28.0;-17.0;-10.0;-11.0;-77.0;-45.0;-52.0;-32.0;-19.0;-18.0;5.0;-17.0;-10.0;-3.0;3.0;-73.0;-38.0;-20.0;-37.0;-27.0;-41.0;-56.0;35.0;-6.0;-6.0;-4.0;-8.0;-10.0;-83.0;-52.0;-33.0;-19.0;-32.0;-5.0;-30.0;2.0;23:00:00;0.0;CRU;CAP
FLU X SPO 15-10-2015;0.0;2015-10-14;;;-10.0;39.0;27.0;20.0;10.0;2.0;-2.0;-3.0;-4.0;-4.0;-24.0;-10.0;-10.0;-7.0;4.0;-6.0;3.0;3.0;27.0;-40.0;-8.0;-5.0;-10.0;-34.0;56.0;19.0;6.0;13.0;10.0;-26.0;-13.0;-3.0;-1.0;-11.0;2.0;-4.0;-4.0;-7.0;-8.0;-4.0;-30.0;-6.0;-3.0;-6.0;-7.0;-10.0;75.0;40.0;-26.0;-31.0;-19.0;-18.0;-11.0;-10.0;-35.0;-46.0;-11.0;-28.0;20.0;1.0;-5.0;-10.0;-10.0;-13.0;-14.0;-14.0;-13.0;-12.0;-13.0;-8.0;-29.0;-21.0;-11.0;-30.0;-22.0;-15.0;-23.0;-18.0;-2.0;-13.0;-9.0;-7.0;-5.0;-4.0;-4.0;-4.0;3.0;-3.0;-3.0;20.0;-3.0;0.0;2.0;23:00:00;1.0;SPO;FLU
COR X GOI 15-10-2015;0.0;2015-10-15;;;10.0;10.0;29.0;24.0;12.0;5.0;2.0;105.0;61.0;38.0;53.0;9.0;34.0;15.0;6.0;-23.0;34.0;10.0;6.0;84.0;52.0;29.0;8.0;14.0;-14.0;-12.0;-35.0;-6.0;6.0;82.0;55.0;36.0;41.0;8.0;25.0;14.0;13.0;13.0;16.0;-12.0;-35.0;1.0;1.0;30.0;18.0;8.0;-46.0;-21.0;-13.0;30.0;15.0;56.0;37.0;26.0;12.0;41.0;2.0;17.0;10.0;6.0;4.0;-5.0;26.0;9.0;11.0;12.0;13.0;4.0;12.0;68.0;41.0;25.0;70.0;12.0;3.0;3.0;7.0;1.0;5.0;-19.0;-10.0;-6.0;-4.0;-33.0;-23.0;-49.0;-36.0;34.0;37.0;13.0;-7.0;-5.0;3.0;20:30:00;1.0;GOI;COR
VAS X CHA 15-10-2015;1.0;2015-10-15;;;-10.0;-9.0;4.0;34.0;22.0;66.0;44.0;45.0;25.0;15.0;31.0;-1.0;25.0;4.0;-34.0;-12.0;-2.0;7.0;5.0;9.0;13.0;11.0;5.0;9.0;14.0;-30.0;-3.0;6.0;3.0;2.0;5.0;4.0;-4.0;-5.0;2.0;-4.0;2.0;2.0;2.0;-29.0;-40.0;18.0;8.0;1.0;-9.0;2.0;-5.0;-4.0;-3.0;-1.0;-10.0;-10.0;-1.0;6.0;-5.0;6.0;2.0;8.0;8.0;-26.0;30.0;24.0;11.0;-8.0;3.0;34.0;24.0;2.0;34.0;50.0;100.0;75.0;78.0;52.0;35.0;19.0;47.0;15.0;2.0;9.0;-5.0;-5.0;-9.0;-9.0;-14.0;-7.0;-77.0;-44.0;-35.0;3.0;-34.0;0.0;1.0;20:30:00;0.0;CHA;VAS
GRE X SAN 16-10-2015;0.0;2015-10-15;;;-10.0;6.0;-20.0;-3.0;1.0;6.0;8.0;4.0;-22.0;-27.0;-12.0;62.0;80.0;75.0;47.0;35.0;23.0;11.0;6.0;100.0;65.0;46.0;63.0;39.0;24.0;8.0;1.0;-4.0;-7.0;-8.0;-10.0;8.0;8.0;35.0;33.0;16.0;7.0;20.0;-67.0;-11.0;;-7.0;-5.0;-5.0;-2.0;34.0;-5.0;-7.0;-8.0;-9.0;-14.0;-14.0;-19.0;-37.0;-44.0;-33.0;23.0;-22.0;-5.0;28.0;29.0;25.0;13.0;-8.0;-24.0;-17.0;-13.0;6.0;11.0;27.0;58.0;95.0;82.0;74.0;40.0;19.0;4.0;-7.0;-18.0;-7.0;-36.0;-28.0;-38.0;-26.0;-20.0;-38.0;-66.0;-84.0;-50.0;13.0;-6.0;-85.0;1.0;22:00:00;1.0;SAN;GRE
AVA X PAL 17-10-2015;3.0;2015-10-17;;;-10.0;-6.0;-27.0;-90.0;-54.0;-32.0;-4.0;31.0;-44.0;-46.0;-21.0;-4.0;-61.0;-37.0;-18.0;-7.0;-4.0;-10.0;20.0;8.0;3.0;5.0;-1.0;7.0;6.0;1.0;-3.0;-3.0;-4.0;-5.0;-5.0;-5.0;-4.0;37.0;-4.0;24.0;10.0;9.0;8.0;-7.0;5.0;1.0;1.0;1.0;1.0;21.0;7.0;5.0;-36.0;-9.0;-4.0;-1.0;7.0;7.0;15.0;41.0;18.0;32.0;-138.0;-67.0;-34.0;-21.0;-61.0;-24.0;-13.0;-36.0;82.0;7.0;32.0;52.0;35.0;53.0;30.0;1.0;-3.0;-4.0;29.0;-42.0;1.0;-52.0;-32.0;-21.0;-20.0;-14.0;-16.0;10.0;4.0;7.0;4.0;-5.0;-25.0;-50.0;1.0;19:30:00;-1.0;PAL;AVA
JOI X FIG 18-10-2015;0.0;2015-10-17;;;10.0;-3.0;-3.0;-24.0;-13.0;32.0;100.0;63.0;35.0;16.0;8.0;7.0;-6.0;-8.0;5.0;9.0;10.0;1.0;35.0;15.0;9.0;6.0;1.0;-5.0;-2.0;13.0;4.0;-93.0;-55.0;-28.0;-8.0;10.0;4.0;-8.0;-10.0;-3.0;-7.0;-1.0;19.0;15.0;0.0;-1.0;22.0;8.0;6.0;6.0;8.0;9.0;8.0;20.0;97.0;22.0;11.0;5.0;-2.0;-7.0;-3.0;34.0;77.0;45.0;75.0;43.0;22.0;12.0;-22.0;-19.0;-18.0;5.0;-13.0;-10.0;-6.0;3.0;-2.0;-38.0;-20.0;-14.0;-40.0;29.0;1.0;28.0;20.0;-32.0;-19.0;-18.0;-17.0;-10.0;5.0;10.0;5.0;5.0;7.0;-15.0;1.0;22:00:00;1.0;FIG;JOI
CRU X FLU 18-10-2015;0.0;2015-10-18;;;10.0;-1.0;-13.0;37.0;-23.0;2.0;-3.0;2.0;2.0;13.0;77.0;-28.0;53.0;39.0;30.0;24.0;3.0;6.0;38.0;22.0;93.0;56.0;-10.0;33.0;17.0;11.0;1.0;1.0;1.0;5.0;12.0;56.0;31.0;-9.0;57.0;32.0;17.0;5.0;8.0;8.0;60.0;24.0;47.0;66.0;33.0;-7.0;15.0;-30.0;-18.0;-21.0;-14.0;-65.0;-16.0;-13.0;-11.0;-10.0;68.0;-6.0;31.0;8.0;-37.0;-21.0;37.0;7.0;16.0;15.0;12.0;-50.0;7.0;7.0;3.0;-6.0;-7.0;83.0;49.0;31.0;22.0;16.0;-21.0;31.0;50.0;32.0;21.0;60.0;61.0;37.0;20.0;10.0;6.0;-12.0;34.0;-30.0;2.0;11:00:00;1.0;FLU;CRU
PON X CFC 18-10-2015;0.0;2015-10-18;;;10.0;53.0;51.0;69.0;87.0;44.0;22.0;-51.0;-20.0;-4.0;-1.0;15.0;11.0;14.0;-8.0;-3.0;-28.0;-24.0;-17.0;-11.0;-8.0;-10.0;38.0;-7.0;-26.0;-8.0;27.0;15.0;50.0;28.0;12.0;7.0;25.0;22.0;16.0;24.0;42.0;62.0;33.0;51.0;5.0;10.0;9.0;9.0;9.0;12.0;8.0;76.0;42.0;22.0;10.0;2.0;-2.0;-4.0;-35.0;-29.0;6.0;-20.0;-15.0;37.0;-44.0;-8.0;11.0;32.0;20.0;23.0;9.0;7.0;-5.0;1.0;21.0;7.0;1.0;2.0;8.0;-34.0;-21.0;-56.0;-21.0;-37.0;-26.0;-17.0;-20.0;35.0;10.0;76.0;44.0;21.0;9.0;26.0;-21.0;65.0;3.0;11:00:00;1.0;CFC;PON
CAP X COR 18-10-2015;4.0;2015-10-18;;;-6.0;-8.0;-7.0;-5.0;-1.0;8.0;7.0;-8.0;-66.0;-100.0;-55.0;-33.0;-6.0;-1.0;6.0;-8.0;-8.0;-9.0;9.0;4.0;12.0;28.0;-20.0;-72.0;-29.0;-13.0;34.0;20.0;64.0;39.0;25.0;14.0;10.0;-13.0;4.0;15.0;12.0;50.0;33.0;32.0;-75.0;36.0;21.0;17.0;10.0;9.0;6.0;-45.0;-25.0;-15.0;-3.0;-1.0;2.0;87.0;47.0;28.0;-6.0;17.0;30.0;12.0;-40.0;-58.0;-64.0;-39.0;-27.0;-13.0;-8.0;-24.0;-6.0;-2.0;23.0;10.0;3.0;-3.0;-37.0;-21.0;-10.0;-3.0;-11.0;43.0;34.0;22.0;20.0;14.0;7.0;26.0;42.0;27.0;17.0;-9.0;-24.0;0.0;1.0;16:00:00;-1.0;COR;CAP
FLA X INT 18-10-2015;1.0;2015-10-18;;;-10.0;11.0;7.0;7.0;11.0;11.0;11.0;12.0;12.0;16.0;-70.0;27.0;-37.0;-22.0;20.0;10.0;14.0;6.0;-17.0;-6.0;-3.0;26.0;13.0;35.0;-30.0;-3.0;46.0;55.0;27.0;12.0;3.0;-5.0;-9.0;14.0;-1.0;4.0;5.0;1.0;7.0;6.0;0.0;-24.0;-5.0;-2.0;-1.0;14.0;31.0;19.0;11.0;12.0;43.0;29.0;25.0;52.0;30.0;15.0;9.0;8.0;39.0;30.0;-32.0;-8.0;-6.0;-7.0;-2.0;4.0;-7.0;4.0;-19.0;-8.0;-2.0;59.0;37.0;31.0;-27.0;-2.0;34.0;-27.0;7.0;-4.0;4.0;29.0;64.0;74.0;48.0;57.0;76.0;46.0;29.0;11.0;5.0;5.0;0.0;16:00:00;-1.0;INT;FLA
SPO X VAS 18-10-2015;2.0;2015-10-18;;;10.0;-52.0;-7.0;6.0;42.0;25.0;15.0;42.0;27.0;21.0;66.0;81.0;35.0;-60.0;-27.0;-19.0;19.0;-24.0;-1.0;-31.0;-22.0;-44.0;8.0;-28.0;-16.0;-6.0;-2.0;1.0;-38.0;-18.0;-8.0;-7.0;52.0;-5.0;21.0;-30.0;-3.0;-4.0;-2.0;-12.0;-75.0;-1.0;-5.0;-26.0;-14.0;-5.0;12.0;-4.0;32.0;13.0;2.0;32.0;22.0;13.0;-8.0;-7.0;-11.0;-12.0;-7.0;-4.0;-71.0;-71.0;-36.0;-8.0;-6.0;4.0;2.0;-34.0;-82.0;-55.0;-34.0;-22.0;-60.0;-31.0;-19.0;-4.0;3.0;30.0;-25.0;14.0;5.0;-39.0;-24.0;-19.0;-7.0;-40.0;-17.0;89.0;46.0;-86.0;27.0;5.0;2.0;16:00:00;0.0;VAS;SPO
GRE X CHA 18-10-2015;3.0;2015-10-18;;;6.0;10.0;-41.0;-20.0;-11.0;24.0;13.0;14.0;16.0;6.0;18.0;33.0;35.0;19.0;16.0;15.0;20.0;12.0;8.0;16.0;10.0;36.0;27.0;23.0;75.0;48.0;33.0;21.0;97.0;50.0;31.0;19.0;13.0;52.0;3.0;3.0;-25.0;-17.0;-10.0;-10.0;-30.0;8.0;11.0;-42.0;-15.0;70.0;-9.0;-5.0;16.0;9.0;-20.0;-10.0;-8.0;-8.0;-83.0;-52.0;44.0;-60.0;-70.0;-74.0;-41.0;-57.0;-23.0;-8.0;-39.0;-10.0;3.0;62.0;13.0;9.0;11.0;-23.0;-13.0;-6.0;-1.0;3.0;-78.0;-42.0;74.0;63.0;23.0;21.0;45.0;9.0;38.0;24.0;16.0;4.0;26.0;14.0;3.0;-35.0;2.0;17:00:00;-1.0;CHA;GRE
SAN X GOI 18-10-2015;1.0;2015-10-18;;;-1.0;8.0;50.0;100.0;61.0;35.0;21.0;84.0;43.0;24.0;13.0;-1.0;6.0;4.0;4.0;6.0;6.0;6.0;6.0;8.0;10.0;11.0;-1.0;16.0;15.0;13.0;13.0;67.0;44.0;30.0;22.0;18.0;11.0;5.0;11.0;7.0;5.0;33.0;46.0;63.0;95.0;50.0;33.0;34.0;-71.0;10.0;-25.0;20.0;10.0;3.0;-26.0;-16.0;-35.0;31.0;11.0;14.0;7.0;6.0;2.0;1.0;-24.0;-19.0;-10.0;36.0;18.0;-30.0;-8.0;6.0;-4.0;-4.0;-1.0;2.0;12.0;3.0;-11.0;-30.0;-19.0;-12.0;5.0;-7.0;6.0;7.0;24.0;15.0;19.0;11.0;-15.0;-11.0;-34.0;10.0;-19.0;-25.0;3.0;17:00:00;1.0;GOI;SAN
SPT X CAM 18-10-2015;1.0;2015-10-18;;;10.0;-3.0;18.0;7.0;4.0;3.0;2.0;4.0;36.0;17.0;1.0;4.0;-5.0;11.0;45.0;;27.0;10.0;5.0;2.0;75.0;38.0;-2.0;18.0;-25.0;-44.0;-32.0;-4.0;-3.0;-1.0;3.0;-44.0;-25.0;63.0;-14.0;-8.0;24.0;-27.0;32.0;3.0;-15.0;8.0;-6.0;-5.0;-8.0;29.0;-10.0;-4.0;8.0;2.0;6.0;83.0;43.0;-32.0;-9.0;6.0;12.0;-1.0;6.0;10.0;36.0;25.0;8.0;-6.0;-26.0;-17.0;-10.0;38.0;-5.0;-3.0;1.0;-5.0;-2.0;5.0;-16.0;-3.0;5.0;6.0;20.0;26.0;19.0;8.0;7.0;3.0;-71.0;-37.0;-29.0;-24.0;-21.0;-8.0;-84.0;;4.0;18:30:00;1.0;CAM;SPT
FLU X CAP 24-10-2015;1.0;2015-10-24;;;2.0;-33.0;-35.0;-18.0;-7.0;10.0;6.0;1.0;-83.0;-46.0;-26.0;2.0;-57.0;-31.0;-10.0;-4.0;102.0;65.0;87.0;100.0;74.0;43.0;3.0;53.0;54.0;28.0;18.0;36.0;21.0;16.0;16.0;10.0;-15.0;3.0;6.0;1.0;1.0;16.0;7.0;1.0;25.0;4.0;-2.0;-2.0;5.0;100.0;-15.0;-2.0;2.0;-9.0;7.0;8.0;8.0;-7.0;4.0;-37.0;61.0;-58.0;-67.0;-36.0;-19.0;-6.0;3.0;46.0;61.0;60.0;31.0;93.0;14.0;1.0;-5.0;-9.0;-14.0;-29.0;-13.0;-4.0;-28.0;-7.0;57.0;-4.0;4.0;49.0;34.0;18.0;14.0;8.0;-6.0;-2.0;;31.0;30.0;-5.0;0.0;17:00:00;-1.0;CAP;FLU
FIG X SAN 24-10-2015;0.0;2015-10-24;;;10.0;35.0;2.0;32.0;19.0;15.0;31.0;16.0;-8.0;-32.0;-20.0;13.0;-56.0;103.0;59.0;35.0;18.0;12.0;-7.0;-14.0;-12.0;-11.0;10.0;-10.0;-2.0;-2.0;-2.0;-2.0;-2.0;-3.0;-3.0;-8.0;14.0;11.0;3.0;-7.0;6.0;17.0;2.0;18.0;-15.0;38.0;-78.0;-32.0;-18.0;7.0;96.0;47.0;34.0;26.0;9.0;-7.0;-5.0;-34.0;-27.0;-62.0;49.0;-42.0;-55.0;-36.0;-22.0;-9.0;-5.0;30.0;22.0;12.0;-31.0;31.0;-22.0;-24.0;-19.0;-10.0;-8.0;-8.0;-8.0;-8.0;-9.0;-3.0;11.0;7.0;4.0;9.0;29.0;20.0;34.0;14.0;2.0;-6.0;-50.0;-52.0;-37.0;30.0;0.0;18:30:00;0.0;SAN;FIG
INT X JOI 24-10-2015;0.0;2015-10-24;;;10.0;-23.0;28.0;11.0;7.0;35.0;23.0;7.0;34.0;25.0;23.0;14.0;19.0;12.0;5.0;28.0;16.0;9.0;6.0;4.0;1.0;1.0;17.0;1.0;31.0;34.0;64.0;42.0;34.0;17.0;18.0;-26.0;-6.0;24.0;-4.0;6.0;26.0;12.0;1.0;4.0;5.0;-26.0;-10.0;-1.0;-37.0;21.0;-18.0;-5.0;4.0;4.0;19.0;15.0;9.0;10.0;-25.0;-1.0;-39.0;26.0;46.0;-58.0;-13.0;-11.0;103.0;55.0;44.0;28.0;19.0;-10.0;6.0;6.0;5.0;5.0;5.0;5.0;-18.0;-6.0;-1.0;3.0;16.0;52.0;30.0;15.0;6.0;-6.0;-30.0;-26.0;-18.0;-14.0;-64.0;6.0;-12.0;65.0;1.0;18:30:00;1.0;JOI;INT
PAL X SPT 24-10-2015;2.0;2015-10-24;-23.0;-40.0;-4.0;-4.0;65.0;75.0;47.0;-58.0;-15.0;28.0;-43.0;-10.0;49.0;4.0;51.0;-37.0;-3.0;-4.0;6.0;6.0;10.0;31.0;19.0;10.0;13.0;4.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.0;100.0;68.0;14.0;37.0;19.0;-28.0;-21.0;-15.0;-3.0;60.0;-1.0;1.0;1.0;1.0;42.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;44.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;20.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;-6.0;1.0;;0.0;21:00:00;-1.0;SPT;PAL
CHA X AVA 25-10-2015;0.0;2015-10-25;;;-6.0;1.0;23.0;21.0;12.0;41.0;24.0;7.0;8.0;-5.0;-61.0;-44.0;-37.0;-17.0;-6.0;29.0;18.0;54.0;35.0;28.0;11.0;2.0;-29.0;-5.0;-29.0;-15.0;-6.0;28.0;25.0;22.0;14.0;-20.0;-8.0;-20.0;-50.0;-35.0;-86.0;-42.0;-18.0;7.0;0.0;10.0;7.0;-34.0;-11.0;-14.0;7.0;37.0;17.0;5.0;39.0;-33.0;-12.0;32.0;10.0;7.0;-11.0;15.0;18.0;15.0;15.0;12.0;10.0;-17.0;-8.0;-2.0;4.0;-6.0;3.0;6.0;7.0;-7.0;-9.0;-1.0;5.0;15.0;13.0;1.0;-11.0;-13.0;-5.0;-1.0;-48.0;-26.0;28.0;14.0;11.0;12.0;37.0;13.0;1.0;15.0;0.0;17:00:00;0.0;AVA;CHA
COR X FLA 25-10-2015;0.0;2015-10-25;;;-4.0;-6.0;-3.0;3.0;2.0;4.0;6.0;8.0;3.0;28.0;8.0;-5.0;1.0;-34.0;-22.0;-19.0;-14.0;-16.0;-4.0;4.0;1.0;5.0;5.0;-22.0;-28.0;-4.0;-2.0;-1.0;1.0;2.0;1.0;-5.0;-2.0;5.0;-25.0;-27.0;-11.0;-25.0;-9.0;6.0;75.0;-4.0;-10.0;-8.0;-2.0;3.0;-3.0;-5.0;-16.0;-13.0;-11.0;-15.0;-32.0;-21.0;-16.0;21.0;1.0;13.0;13.0;11.0;50.0;32.0;17.0;43.0;33.0;15.0;52.0;8.0;36.0;-20.0;1.0;6.0;42.0;61.0;18.0;7.0;-69.0;-20.0;4.0;-19.0;-9.0;-6.0;-2.0;-2.0;-7.0;-10.0;-7.0;-5.0;-22.0;1.0;-12.0;20.0;1.0;17:00:00;1.0;FLA;COR
CFC X SPO 25-10-2015;2.0;2015-10-25;;;-7.0;-51.0;-23.0;-1.0;-7.0;-41.0;-28.0;-20.0;-16.0;-12.0;-8.0;-10.0;-4.0;25.0;27.0;10.0;25.0;-47.0;-57.0;-27.0;-8.0;13.0;-12.0;-51.0;-28.0;-16.0;11.0;5.0;1.0;-5.0;-6.0;-14.0;-16.0;-13.0;-16.0;-4.0;2.0;-59.0;-32.0;-22.0;75.0;2.0;2.0;-1.0;24.0;-14.0;13.0;7.0;3.0;-35.0;-26.0;-20.0;-16.0;-14.0;-10.0;-6.0;-13.0;-9.0;-5.0;-3.0;40.0;-40.0;-44.0;-25.0;-14.0;-16.0;-11.0;-17.0;-8.0;-45.0;-36.0;-26.0;-34.0;-25.0;-9.0;-3.0;42.0;39.0;-10.0;27.0;14.0;12.0;-32.0;-15.0;-17.0;12.0;32.0;25.0;13.0;-10.0;9.0;80.0;1.0;17:00:00;-1.0;SPO;CFC
