game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Big chances missed_away;Big chances missed_home;Big chances_away;Big chances_home;Blocked shots_away;Blocked shots_home;Clearances_away;Clearances_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Crosses_away;Crosses_home;Dispossessed_away;Dispossessed_home;Dribbles_away;Dribbles_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Interceptions_away;Interceptions_home;Long balls_away;Long balls_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Tackles_away;Tackles_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
SOU X EVE 2017-11-26;232 (71%);564 (85%);24;26;33%;67%;;;;;0;5;;;2;7;;;;;;;;;46;66;13;6;1;1;0;1;;;;;;;329;663;;;0;10;3;7;2;5;5;7;;;5;17;;;1;2017-11-26;10;27;-22;-3;25;-16;5;6;8;7;84;8;53;35;24;18;8;8;13;37;22;12;8;7;14;7;9;11;12;-10;8;5;10;7;8;37;58;66;23;-1;-75.0;-1;-1;2;6;7;10;2;7;90;59;65;50;35;7;85;6;50;26;37;19;7;10;38;57;41;30;10;24;14;8;6;5;5;5;5;5;2;54;-1;-26;-20;-13;-28;40;14;-32;74;36.0;41;22.0;45.0;4;11:30:00;1;EVE;SOU
BUR X ARS 2017-11-26;531 (83%);269 (77%);24;19;64%;36%;;;;;7;3;;;5;5;;;;;;;;;57;54;14;8;2;1;0;1;;;;;3;4;636;350;;;9;3;9;3;2;2;9;5;;;18;8;0;2;1;2017-11-26;1;-39;-18;-4;-4;-7;-3;-2;-1;1;-3;6;-8;49;59;65;44;27;7;-44;-30;18;-6;-3;-5;-3;-26;-36;-4;3;7;12;44;-12;40;-29;-6;-13;-47;-21;0.0;-6;-9;-11;-17;-8;-22;-54;-35;-23;-16;-12;-7;-7;-7;37;-11;16;11;3;-25;-39;-22;-17;-17;-15;-14;-14;-13;-3;-1;-5;-2;-1;-5;-13;-22;-17;-9;-15;-28;-25;-19;-10;-10;-14;-12;-17;-15.0;-27;-13.0;-80.0;0;12:00:00;-1;ARS;BUR
HUD X MCI 2017-11-26;642 (88%);94 (51%);11;19;80%;20%;;;;;2;1;;;7;3;;;;;;;;;57;51;10;10;0;3;1;0;;;;;3;3;733;184;0;1;10;3;7;3;5;0;4;2;;;14;4;3;2;2;2017-11-26;10;-39;-33;-23;-20;-23;-20;-17;-32;23;-45;4;-29;-19;-13;-12;7;-5;-35;-25;-19;-16;-7;-14;-10;-5;-9;-32;-25;-31;-25;-26;-45;-13;-27;-42;-32;-56;-43;-33;80.0;-8;-11;-88;-59;-14;-42;-31;-45;-28;-63;-69;-52;-41;-26;-44;-20;-31;-24;-15;-15;-3;-8;-5;4;-8;-12;-38;-14;-26;-24;-21;-20;-15;-12;-11;-10;-10;-83;-10;-5;-7;11;11;-113;-65;-36;-19;28.0;-56;14.0;0.0;1;14:00:00;-1;MCI;HUD
BHA X CRY 2017-11-28;295 (73%);334 (74%);28;25;47%;53%;;;;;1;2;;;5;10;;;;;;;;;61;58;8;13;3;4;;;;;;;0;5;405;452;;;5;6;5;4;4;4;5;4;;;10;10;0;2;0;2017-11-28;-9;6;-10;-1;2;7;-22;-91;-51;-33;-29;-6;-20;-3;27;26;18;13;9;8;79;43;-6;22;10;2;-7;-7;-7;-2;-4;37;27;3;11;26;-49;-25;-14;-7;;-7;3;-3;-12;-4;-9;-11;-17;-49;-22;-12;46;74;48;9;3;-25;-13;-8;9;6;-7;3;-3;8;6;3;2;53;39;55;35;24;13;7;2;2;5;1;-5;-1;21;37;2;-30;-15;-10;-47.0;5;1.0;-20.0;0;17:45:00;0;CRY;BHA
LEI X TOT 2017-11-28;465 (83%);240 (71%);18;16;63%;37%;;;;;3;0;;;9;4;1;0;;;;;;;54;56;10;7;1;4;;;;;;;1;2;561;336;;;13;4;9;3;6;4;5;3;;;18;7;2;1;1;2017-11-28;4;5;3;4;5;81;62;34;17;7;-4;6;-17;-3;4;-26;-50;-31;-21;18;3;1;22;-3;3;27;11;-19;23;5;-4;-4;-4;19;-2;-4;-25;-43;-29;-4;75.0;-25;-38;-26;22;18;-5;-5;1;-30;-23;-12;21;7;10;-21;41;-28;-19;-11;-8;-3;-6;-24;-14;-15;-15;18;-55;-37;-28;-23;-11;-6;-6;-26;-45;-67;-12;-84;-55;-35;-54;-61;-36;-28;-19;-11;-6.0;-1;-1.0;-125.0;2;17:45:00;1;TOT;LEI
WAT X MUN 2017-11-28;257 (74%);411 (83%);16;16;41%;59%;2;0;2;1;5;4;;;5;5;1;0;;;;;;;54;55;10;12;1;2;0;1;;;;;;;346;496;;;8;8;3;5;7;3;7;4;;;15;12;1;2;4;2017-11-28;-10;3;27;23;15;15;8;-27;-4;6;6;-7;-70;-33;-37;-31;-13;-8;-81;-48;-28;-18;-6;-11;-2;-2;-72;-35;-24;-17;-7;-3;8;-5;7;4;11;11;10;-8;-100.0;34;18;9;3;-5;1;-17;-6;27;19;23;21;15;9;7;-4;6;5;35;23;46;34;22;-33;-14;-12;-4;24;13;8;16;-24;-8;-31;-15;64;37;3;25;60;39;22;56;54;30;-69;-24;27.0;4;5.0;20.0;2;18:00:00;-1;MUN;WAT
WBA X NEW 2017-11-28;342 (79%);305 (76%);27;27;53%;47%;;;;;5;2;;;6;1;;;;;;;;;62;72;12;13;2;3;0;1;;;;;2;0;435;401;;;6;5;5;2;4;4;9;3;;;14;8;;;2;2017-11-28;8;-21;-16;-6;-6;-1;6;-4;-2;-3;1;2;-4;51;33;24;18;13;5;4;-4;7;-3;5;4;4;-9;-1;4;-37;-17;-2;43;-3;26;21;20;45;28;-21;80.0;-8;-5;-28;-17;-4;-10;-6;-9;-44;-35;-51;-23;87;44;-82;-16;-71;-43;-33;-31;39;12;6;-10;-7;-11;-7;-8;-1;4;5;-4;-4;-24;-23;-22;-7;8;-39;-16;-5;4;-31;-13;-14;-30;-24;-23.0;-27;-14.0;-20.0;2;18:00:00;0;NEW;WBA
ARS X HUD 2017-11-29;259 (77%);716 (88%);16;13;30%;70%;0;2;0;6;2;6;;;2;7;1;1;;;;;;;45;48;12;10;1;2;0;2;;;;;3;2;337;813;;;5;16;3;8;2;7;2;5;;;7;21;1;0;0;2017-11-29;-10;42;27;18;12;4;4;7;8;29;18;-33;11;2;-30;-13;-7;6;6;8;6;6;-22;10;28;22;54;63;38;22;13;6;-9;74;-42;-22;-11;33;18;15;20.0;6;4;3;4;42;5;4;-18;-1;-58;-32;-22;-4;48;38;33;19;19;38;26;17;13;39;22;13;83;27;50;100;67;100;71;48;29;22;13;11;22;10;39;27;79;61;35;52;34;94;34.0;13;24.0;20.0;5;17:45:00;1;HUD;ARS
BOU X BUR 2017-11-29;247 (72%);453 (80%);18;27;38%;62%;;;;;4;5;;;6;4;1;0;;;;;;;52;57;11;9;1;2;1;0;;;;;1;0;345;567;;;5;6;2;4;4;2;5;5;;;10;11;1;0;2;2017-11-29;10;7;9;11;-25;-18;-18;-22;-29;-11;-2;1;4;32;22;14;10;7;-39;-19;-14;-7;-45;-6;3;3;10;31;14;8;10;-75;-42;-56;-29;-36;-24;-3;6;9;-5.0;4;-2;-2;-3;-36;-3;-4;-4;3;2;4;5;6;6;7;-27;7;52;64;41;28;19;-72;-36;-18;-7;-20;-31;-10;-3;9;6;9;8;12;10;9;-6;90;98;88;62;42;21;7;4;-3;3.0;6;3.0;0.0;1;17:45:00;-1;BUR;BOU
CHE X SWA 2017-11-29;315 (78%);518 (85%);9;21;39%;61%;;;;;1;4;;;1;15;;;;;;;;;38;60;7;10;9;0;;;;;;;;;404;608;;;0;14;1;7;0;10;2;7;;;2;21;0;1;0;2017-11-29;10;14;6;1;44;23;16;58;41;23;56;5;35;100;65;100;100;63;35;24;14;75;3;40;29;22;17;10;6;19;11;6;7;1;13;11;60;16;14;36;0.0;25;20;62;62;-1;49;29;18;57;38;25;100;68;61;59;-1;44;23;17;17;72;46;27;11;7;41;10;24;-20;8;10;16;44;23;9;1;-3;5;-8;-8;-4;21;11;7;5;3;1;1.0;7;1.0;-10.0;1;17:45:00;1;SWA;CHE
EVE X WES 2017-11-29;406 (79%);325 (79%);22;26;57%;43%;;;;;1;1;;;6;2;;;;;;;;;65;62;6;16;1;3;1;0;;;;;1;2;511;411;;;5;6;3;2;3;5;2;2;;;7;8;1;2;0;2017-11-29;10;-20;-9;-3;-6;-1;4;5;25;12;79;8;43;49;22;10;-24;-15;-10;6;1;81;7;53;34;23;17;7;2;3;8;3;-2;12;-2;-2;-3;-3;-6;-8;-30.0;-19;-15;-13;-15;9;-17;-16;-14;-83;-53;-39;-66;-37;-20;-14;-5;-51;-30;-22;-16;-13;-8;-8;-8;102;58;-5;11;8;7;-1;2;3;-4;7;64;79;-13;48;30;25;12;7;1;6;38;28;-20.0;-30;-25.0;0.0;4;18:00:00;1;WES;EVE
MCI X SOU 2017-11-29;157 (58%);668 (86%);13;19;26%;74%;;;;;2;6;;;5;6;0;2;;;;;;;48;53;11;12;10;1;1;0;;;;;1;1;270;778;;;7;11;3;8;2;12;0;15;;;7;26;1;1;1;2017-11-29;6;11;11;12;8;9;-7;-13;77;37;2;9;68;73;39;30;26;10;9;11;17;12;11;10;9;48;10;12;-34;-9;-7;-22;-7;44;7;42;25;16;9;23;35.0;21;15;46;55;24;38;25;17;10;6;75;37;88;58;35;19;61;48;59;41;30;25;17;41;27;59;16;42;-32;-17;-7;-4;4;-77;-38;-18;-6;14;15;36;56;32;44;29;20;19;16;12.0;10;12.0;75.0;2;18:00:00;1;SOU;MCI
STO X LIV 2017-11-29;445 (81%);244 (70%);25;34;61%;39%;;;;;4;5;;;9;5;2;0;;;;;;;58;69;10;8;1;4;1;0;;;;;2;4;548;349;;;7;5;3;4;7;1;7;5;;;14;10;5;1;3;2017-11-29;-7;-5;-7;-6;-2;-6;-8;-7;-6;-81;-50;-10;-31;-21;-14;-5;-5;-10;-71;-48;-20;-9;-12;-3;4;4;3;3;3;3;3;8;5;-13;-35;-18;41;-29;-5;2;-25.0;-2;-26;-12;-4;-9;22;27;10;-19;-11;-11;-11;-9;-7;-7;-6;-7;-2;30;26;16;14;3;15;-18;-2;-4;33;18;10;7;-20;-6;-3;-2;-76;-16;-8;-12;-5;-50;-30;-100;-63;-84;-52;-37;-82.0;-10;-50.0;5.0;0;18:00:00;-1;LIV;STO
CHE X NEW 2017-12-02;299 (77%);647 (87%);10;20;35%;65%;;;;;2;6;;;4;11;;;;;;;;;41;68;13;8;6;1;0;1;;;;;1;2;390;743;;;3;18;4;8;2;9;5;5;;;8;23;1;0;1;2017-12-02;-10;-34;31;6;-68;-31;-12;69;69;89;56;-8;36;40;90;69;38;25;16;12;8;8;-2;7;7;9;100;100;68;45;21;10;37;-6;27;10;12;7;2;-5;-30.0;51;36;47;38;8;27;17;14;11;10;32;25;35;22;12;15;4;41;-34;-14;-7;6;6;50;28;60;9;73;50;64;45;21;100;60;75;50;36;10;41;31;22;20;23;11;-6;48;35;27.0;11;-88.0;-55.0;3;10:30:00;1;NEW;CHE
BHA X LIV 2017-12-02;583 (88%);398 (81%);13;16;58%;42%;;;;;2;1;;;2;2;4;0;;;;;;;46;46;7;8;1;2;;;;;;;2;0;662;489;;;8;6;4;3;6;2;5;0;;;12;6;0;1;5;2017-12-02;-9;-7;-6;-15;-16;-16;-15;-8;-3;23;5;-39;-8;-9;-12;-21;-13;-8;-5;-3;-2;-2;-23;10;-102;-100;-82;-53;-37;-19;-16;-11;-7;-13;-6;-4;4;6;-8;-48;0.0;-30;-19;-13;-39;-52;-21;22;82;51;34;22;12;23;12;6;-33;2;-1;-7;-35;-21;-13;-44;-23;-9;-2;-17;25;21;12;7;28;20;11;6;-5;-1;16;1;1;1;1;1;7;5;4;-74;-40.0;3;-63.0;0.0;1;13:00:00;-1;LIV;BHA
EVE X HUD 2017-12-02;281 (71%);252 (69%);29;40;53%;47%;;;;;0;1;;;5;2;1;2;;;;;;;70;65;9;12;2;3;;;;;;;0;1;396;367;;;3;3;2;1;3;4;2;3;;;5;6;1;2;0;2017-12-02;-10;-32;-14;-12;-8;-6;-9;-8;-6;-6;-5;-9;-5;-1;-4;-3;5;-13;-3;3;1;-5;-8;-6;-9;-10;-11;36;18;12;8;6;3;-8;-23;-10;-4;2;7;10;;10;-31;71;28;-8;6;26;-33;-16;-12;-9;-9;-5;-5;-5;-56;-25;-42;-22;28;5;1;-4;-8;-10;37;-41;23;14;9;1;76;43;26;-60;-45;-32;-31;-12;7;5;5;4;3;2;2;-4;1.0;-19;1.0;-5.0;2;13:00:00;1;HUD;EVE
LEI X BUR 2017-12-02;282 (74%);302 (73%);21;25;49%;51%;;;;;3;7;;;7;10;1;0;;;;;;;50;52;11;3;2;5;0;1;;;;;6;1;382;415;;;9;8;7;6;4;3;5;8;;;14;16;2;0;0;2017-12-02;-10;18;-53;-33;-29;-41;-29;-19;-63;-45;-52;-6;-58;-71;-43;-60;-60;-40;-27;-2;-1;1;-4;1;-1;20;15;9;10;10;9;-26;-18;-3;-8;-2;3;5;52;30;20.0;13;10;8;7;-3;14;28;9;18;9;2;2;5;29;14;-2;4;-19;-74;-50;-43;-30;-16;41;31;24;-2;49;26;4;44;18;5;6;7;24;23;75;22;11;4;-2;-3;-4;-4;-4;-59;-35.0;42;1.0;-25.0;1;13:00:00;1;BUR;LEI
STO X SWA 2017-12-02;372 (81%);295 (78%);19;25;56%;44%;0;1;0;2;5;1;;;6;2;;;;;;;;;61;57;10;12;1;3;;;;;;;0;3;458;377;;;3;6;2;6;3;3;7;4;;;10;10;0;2;1;2017-12-02;10;21;14;39;21;9;5;-6;6;-5;-9;8;-11;-18;-10;-4;2;1;3;3;3;-3;6;-2;-27;-22;-45;-23;34;95;59;15;6;-78;-3;73;36;20;9;3;0.0;16;10;6;4;-41;3;1;1;1;1;1;1;-6;-13;-31;48;-77;-69;-59;-41;-25;-8;-6;-4;33;-46;16;-22;-18;-4;7;-10;-1;-4;-7;-8;-7;13;-27;-23;-21;-15;18;3;-3;-3;-3;-4.0;45;-2.0;60.0;2;13:00:00;1;SWA;STO
WAT X TOT 2017-12-02;329 (81%);316 (79%);15;19;50%;50%;;;;;2;2;;;2;7;2;0;;;;;;;59;51;8;16;1;1;0;1;;;;;10;1;404;399;1;0;2;3;4;2;2;2;6;3;;;8;6;1;4;1;2017-12-02;10;-31;-12;-1;8;100;56;29;12;6;10;-7;3;1;-3;-3;-5;-6;-81;-60;-48;-28;-7;-15;-9;-9;-5;-3;-2;20;1;-15;-11;-9;-16;-12;-8;-35;-22;-13;0.0;-27;-17;-11;-8;-2;-6;-8;-8;17;7;6;5;5;-2;-17;-4;-4;5;23;12;61;37;17;4;-4;-3;-3;-1;7;4;4;-4;-24;29;7;8;11;-54;15;10;49;31;21;15;27;16;12;10.0;-39;9.0;5.0;1;13:00:00;0;TOT;WAT
WBA X CRY 2017-12-02;271 (71%);288 (73%);31;27;49%;51%;;;;;5;6;;;7;3;;;;;;;;;66;64;10;11;7;2;;;;;;;1;3;380;395;;;7;15;3;8;2;6;3;5;;;10;20;1;3;0;2017-12-02;-10;46;68;75;54;2;4;29;40;55;36;-4;-24;47;-44;-18;-9;8;-6;-5;-12;-2;-6;5;6;4;-26;-8;-9;-9;17;-8;-8;-2;-1;-4;-47;-100;-78;-4;-50.0;-4;3;3;-4;12;-4;12;9;10;14;12;4;48;23;4;5;40;22;10;12;9;43;31;19;12;7;1;2;31;13;2;-6;8;3;9;8;8;7;34;5;13;9;42;25;18;12;9;10.0;60;3.0;-5.0;0;13:00:00;0;CRY;WBA
ARS X MUN 2017-12-02;147 (66%);562 (86%);25;12;25%;75%;;;;;3;11;;;1;12;2;0;;;;;;;56;48;10;11;14;2;1;2;;;;;0;4;222;656;1;0;7;19;1;6;4;16;1;14;;;8;33;2;3;3;2017-12-02;0;5;-71;-36;-18;-4;7;39;30;37;9;0;77;89;77;75;56;26;15;5;1;1;-56;7;-28;-6;46;35;46;57;100;100;79;-34;50;32;35;53;36;31;85.0;13;14;15;8;-96;43;24;47;69;47;51;100;100;72;53;-50;35;20;13;13;-70;-31;-17;67;34;27;-23;22;19;32;20;17;31;24;18;16;15;-3;8;6;19;17;76;77;52;31;19;58.0;4;39.0;35.0;1;15:30:00;-1;MUN;ARS
BOU X SOU 2017-12-03;371 (81%);330 (80%);23;13;53%;47%;;;;;2;4;;;4;5;;;;;;;;;64;45;12;6;4;2;;;;;;;6;0;458;415;;;11;9;9;7;4;5;4;7;;;15;16;1;2;1;2017-12-03;5;7;7;1;-58;-34;-24;-51;-35;-21;-17;-3;-20;27;11;8;1;72;100;56;25;12;-3;4;26;-22;-41;-37;-56;-27;-7;29;44;-4;31;15;80;42;17;-31;;-20;-21;-22;-51;-5;-27;-9;11;29;25;19;14;10;37;57;-7;-55;-52;-68;-44;-10;-21;-54;-34;-29;-13;-30;-5;2;-23;-9;-3;5;10;57;30;-24;-24;-1;2;-31;-26;-14;-9;-6;-2;-1;5.0;-8;-26.0;40.0;1;11:30:00;0;SOU;BOU
MCI X WES 2017-12-03;158 (72%);664 (88%);15;17;23%;77%;;;;;0;11;;;4;10;1;0;;;;;;;52;58;7;5;6;3;;;;;;;4;2;220;753;;;5;12;3;5;4;8;2;12;;;7;24;2;2;1;2017-12-03;10;-4;-26;-13;-3;8;11;11;30;30;24;13;13;11;9;6;15;16;71;69;73;39;36;20;4;8;10;7;6;10;-54;52;16;29;17;13;14;8;12;-57;-35.0;-10;-4;2;2;44;-19;-2;-33;-12;43;-53;-16;78;78;38;38;27;51;10;59;46;28;20;49;70;47;28;98;64;81;52;33;21;19;15;16;61;-20;2;7;10;7;47;37;28;23;20;15.0;-16;6.0;-20.0;2;14:00:00;1;WES;MCI
WES X CHE 2017-12-09;586 (86%);219 (73%);18;14;70%;30%;;;;;9;2;;;3;4;0;1;;;;;;;66;67;10;10;1;2;;;;;;;2;3;683;299;;;11;3;8;1;2;2;8;2;;;19;5;1;6;0;2017-12-09;-10;17;5;-6;-7;-13;-2;6;18;7;6;-8;-5;-40;-28;-21;-18;-26;-18;-16;-15;-75;-7;-81;-54;-39;-30;-50;-34;-38;33;-22;-28;-6;-18;23;2;20;11;24;40.0;6;-7;-8;-41;-1;-36;-29;-29;-15;-14;-14;-14;-14;-15;-35;2;-23;-16;-11;-4;18;12;4;-3;-8;-13;77;-10;-9;-7;-6;-6;-6;-6;-31;-24;-19;45;-12;-13;-11;-12;-42;-29;-50;-33;-23;-15.0;22;-4.0;-35.0;1;10:30:00;1;CHE;WES
BUR X WAT 2017-12-09;276 (70%);251 (67%);34;41;51%;49%;;;;;1;1;;;5;3;;;;;;;;;58;66;12;10;4;2;;;;;;;3;6;394;377;1;0;7;4;8;2;2;5;4;4;;;11;8;0;1;0;2017-12-09;-2;-36;-23;-13;-33;39;11;8;6;12;75;-2;56;60;37;-29;13;-4;-46;-36;-15;-6;-31;5;7;9;9;9;-6;-1;-11;-4;3;-47;16;10;-40;-18;-15;-39;75.0;-6;-8;-7;-6;-31;-5;-5;-29;-19;-13;-24;-21;-33;-16;-12;-24;-26;-20;-15;9;4;-17;-3;44;28;20;-20;16;18;2;-6;-3;-5;-6;-1;-3;28;-25;-53;-35;-23;-16;38;15;7;-8;-9;-8.0;-18;-5.0;5.0;1;13:00:00;1;WAT;BUR
CRY X BOU 2017-12-09;352 (80%);257 (74%);12;23;55%;45%;;;;;3;8;;;3;6;;;;;;;;;53;60;14;14;6;3;;;;;;;3;5;442;345;;;5;19;3;8;5;8;6;5;;;11;24;2;5;2;2017-12-09;-8;-31;-57;-42;-28;-48;-24;-4;31;11;15;-12;50;32;19;19;11;-20;-19;-11;-7;-3;-6;-5;-5;-1;-3;8;-8;-7;-10;-6;-7;26;-6;38;82;38;72;83;-35.0;43;-31;-6;7;12;-3;2;-7;-3;5;25;48;22;-48;-62;-11;-41;-19;13;1;-13;-2;2;2;-8;6;1;-45;-30;-22;-12;-1;3;-24;-15;-3;3;-4;38;17;13;5;5;8;12;59;40;38.0;26;5.0;45.0;2;13:00:00;0;BOU;CRY
HUD X BHA 2017-12-09;267 (68%);403 (74%);22;35;42%;58%;;;;;3;5;;;1;8;0;1;;;;;;;50;74;10;6;4;2;;;;;;;5;1;391;541;;;2;12;2;8;2;6;5;7;;;7;19;;;0;2017-12-09;0;28;20;41;100;54;31;17;6;-26;-15;13;-8;-4;-1;-1;-1;-1;20;14;11;9;12;8;6;6;6;6;11;5;6;6;36;12;24;37;25;37;92;-13;0.0;-10;-9;-7;-11;6;-7;4;4;5;-27;-5;4;21;12;16;3;86;79;38;21;-27;-6;8;8;12;46;-10;34;26;49;48;30;21;16;31;36;20;-11;9;2;-37;-25;-16;-10;-6;-6;5;-1.0;49;-6.0;5.0;2;13:00:00;1;BHA;HUD
SWA X WBA 2017-12-09;298 (75%);365 (79%);28;21;46%;54%;;;;;3;7;;;3;6;0;1;;;;;;;55;71;18;8;2;1;1;1;;;;;2;1;396;461;;;5;8;3;8;1;3;2;10;;;7;18;5;2;0;2017-12-09;-10;3;4;3;3;3;-4;2;7;4;2;-11;6;3;4;-37;-17;-2;4;4;1;7;-13;3;1;1;1;1;40;30;24;20;15;44;33;25;50;28;15;-27;-5.0;-18;-14;-13;-13;-34;-11;7;1;5;7;8;38;49;5;-29;-15;-24;-20;-19;-15;-8;-1;-12;-33;-16;-11;-1;-4;3;14;30;21;14;51;31;64;75;2;47;71;79;5;-3;-3;-7;-14;38;22.0;-1;-2.0;30.0;1;13:00:00;1;WBA;SWA
TOT X STO 2017-12-09;172 (64%);579 (88%);21;19;30%;70%;;;;;0;3;;;6;12;0;3;;;;;;;56;50;9;12;7;2;;;;;;;2;7;268;657;;;4;13;1;6;3;11;0;8;;;4;20;0;1;1;2017-12-09;-5;24;15;9;46;33;19;3;8;1;-16;3;-7;-1;37;-30;-2;-20;-10;42;23;60;-8;43;26;76;89;58;38;26;15;9;9;-3;9;9;44;32;30;7;25.0;8;20;42;30;2;22;-30;-6;37;59;100;85;52;25;39;2;38;33;26;-74;-29;-20;74;29;35;28;5;45;26;20;16;14;66;43;30;22;18;7;11;-96;-48;-24;32;21;26;47;34;54.0;8;40.0;75.0;5;13:00:00;1;STO;TOT
NEW X LEI 2017-12-09;446 (79%);230 (68%);24;33;63%;37%;;;;;1;2;;;5;6;;;;;;;;;76;71;8;10;2;3;;;;;;;2;1;562;337;;;7;5;7;4;5;4;7;5;;;13;10;1;2;3;2017-12-09;5;-21;-58;-40;-50;-31;24;11;-32;-16;-13;8;-34;-100;-59;-36;-22;-64;-38;-64;-44;-32;29;-21;-53;-56;-31;-16;-7;2;60;34;19;19;30;17;40;13;2;-21;0.0;-1;-1;5;-2;88;-2;-6;24;40;22;12;16;-8;-8;-12;47;-14;-91;-55;-34;-21;-13;-3;4;-7;-4;47;-4;-44;-28;59;62;34;16;7;-2;23;30;13;-8;-3;-3;-31;-41;-26;-53;-39;-23.0;17;-10.0;-45.0;2;15:30:00;-1;LEI;NEW
SOU X ARS 2017-12-10;664 (88%);296 (79%);12;9;67%;33%;;;;;1;1;;;5;4;;;;;;;;;45;44;10;12;3;5;0;1;;;;;1;4;758;375;;;6;3;4;2;6;3;5;3;;;11;6;2;2;1;2017-12-10;-1;-7;-7;-8;-7;-7;-7;-7;-24;-39;-23;-5;-14;-3;1;-7;-48;-31;-21;-19;20;32;-9;13;2;-6;-17;-51;-29;-16;-9;-3;1;75;1;-20;-11;-7;5;-1;0.0;2;-3;-3;-3;80;-4;-4;-4;3;38;-33;-7;-6;-25;-45;45;-26;-17;23;17;15;3;26;7;-6;-52;30;-40;-30;-22;-17;-11;-10;-10;-5;-7;-3;16;-6;-28;-21;-16;-16;-45;-26;-16;-10;-86.0;-7;-44.0;-30.0;1;10:00:00;0;ARS;SOU
LIV X EVE 2017-12-10;99 (50%);644 (88%);14;14;21%;79%;;;;;0;8;;;1;12;1;0;;;;;;;43;55;11;8;2;1;;;;;;;0;1;197;736;;;1;10;1;12;2;3;2;13;;;3;23;3;1;1;2017-12-10;-10;18;-19;7;3;3;8;48;60;42;32;-5;31;22;16;9;10;10;11;16;14;13;26;17;30;22;18;45;31;24;31;25;20;19;13;11;15;87;55;5;75.0;-39;-15;22;57;10;39;28;23;59;14;60;72;49;25;39;11;62;61;43;29;38;23;49;32;17;7;13;5;1;6;-14;7;7;35;-29;-36;-20;12;-6;7;14;17;21;14;14;14;100;73.0;12;45.0;40.0;1;12:15:00;0;EVE;LIV
MUN X MCI 2017-12-10;502 (83%);225 (68%);20;13;65%;35%;;;;;4;1;;;8;2;;;;;;;;;68;59;10;16;4;5;;;;;;;0;4;606;329;;;7;6;3;2;7;5;7;2;;;14;8;2;4;2;2017-12-10;-4;-11;-12;-11;-12;-12;-27;-61;-35;-66;-45;-6;-32;-27;-23;-17;-16;-41;-27;-20;-15;-12;-10;-29;-51;-39;-28;-21;-20;-14;-12;-12;-11;-13;-11;-11;-9;-100;-100;-31;125.0;-1;-1;2;1;-4;2;2;2;-8;-36;-99;-56;-36;-23;-14;-5;-5;-6;-6;-11;-9;-7;28;11;4;6;-11;33;-67;-29;-8;-3;-2;4;67;43;25;-8;9;4;-7;7;1;2;7;82;30;14.0;-9;5.0;-90.0;1;14:30:00;-1;MCI;MUN
BUR X STO 2017-12-12;240 (63%);251 (64%);44;31;49%;51%;;;;;1;3;;;4;6;;;;;;;;;73;57;14;6;1;7;1;0;;;;;2;4;380;392;;;6;6;6;5;7;2;8;4;;;14;10;;;0;2017-12-12;-10;-21;-12;-3;-2;-6;-2;2;1;-4;2;-2;1;-29;-10;-9;-8;-8;-6;-7;22;4;3;-32;-36;-20;-8;26;15;-17;24;14;30;-36;-48;-14;27;-30;-23;1;0.0;25;19;16;4;-19;-5;-8;-10;-12;-12;-46;-26;-14;-47;-31;-14;-15;-8;-4;1;12;8;7;5;5;9;-76;47;34;32;36;18;4;-28;-24;-13;28;-44;15;14;16;12;8;-57;34;-22;-14;-5.0;-48;100.0;-20.0;1;17:45:00;1;STO;BUR
