game;Accurate passes_away;Accurate passes_home;Aerials won_away;Aerials won_home;Ball possession_away;Ball possession_home;Blocked shots_away;Blocked shots_home;Corner kicks_away;Corner kicks_home;Counter attacks_away;Counter attacks_home;Duels won_away;Duels won_home;Fouls_away;Fouls_home;Goalkeeper saves_away;Goalkeeper saves_home;Hit woodwork_away;Hit woodwork_home;Offsides_away;Offsides_home;Passes_away;Passes_home;Red cards_away;Red cards_home;Shots inside box_away;Shots inside box_home;Shots off target_away;Shots off target_home;Shots on target_away;Shots on target_home;Shots outside box_away;Shots outside box_home;Total shots_away;Total shots_home;Yellow cards_away;Yellow cards_home;away_score;data;form_minute_1;form_minute_10;form_minute_11;form_minute_12;form_minute_13;form_minute_14;form_minute_15;form_minute_16;form_minute_17;form_minute_18;form_minute_19;form_minute_2;form_minute_20;form_minute_21;form_minute_22;form_minute_23;form_minute_24;form_minute_25;form_minute_26;form_minute_27;form_minute_28;form_minute_29;form_minute_3;form_minute_30;form_minute_31;form_minute_32;form_minute_33;form_minute_34;form_minute_35;form_minute_36;form_minute_37;form_minute_38;form_minute_39;form_minute_4;form_minute_40;form_minute_41;form_minute_42;form_minute_43;form_minute_44;form_minute_45;form_minute_45.5;form_minute_46;form_minute_47;form_minute_48;form_minute_49;form_minute_5;form_minute_50;form_minute_51;form_minute_52;form_minute_53;form_minute_54;form_minute_55;form_minute_56;form_minute_57;form_minute_58;form_minute_59;form_minute_6;form_minute_60;form_minute_61;form_minute_62;form_minute_63;form_minute_64;form_minute_65;form_minute_66;form_minute_67;form_minute_68;form_minute_69;form_minute_7;form_minute_70;form_minute_71;form_minute_72;form_minute_73;form_minute_74;form_minute_75;form_minute_76;form_minute_77;form_minute_78;form_minute_79;form_minute_8;form_minute_80;form_minute_81;form_minute_82;form_minute_83;form_minute_84;form_minute_85;form_minute_86;form_minute_87;form_minute_88;form_minute_89;form_minute_9;form_minute_90;form_minute_90.5;home_score;hora;result;team_away;team_home
MUN X SOU 2016-01-23;237 (66%);331 (72%);33;18;45%;55%;0;2;4;4;;;68;41;8;11;1;1;;;1;2;361;457;;;5;1;5;5;2;1;2;7;7;8;;;1;2016-01-23;-10.0;22.0;14.0;9.0;7.0;43.0;26.0;16.0;11.0;7.0;2.0;-5.0;27.0;17.0;9.0;4.0;-27.0;-21.0;-10.0;-8.0;-1.0;3.0;-7.0;34.0;28.0;-32.0;-5.0;4.0;4.0;-22.0;-8.0;-2.0;3.0;-3.0;2.0;-12.0;-2.0;4.0;4.0;5.0;30.0;-4.0;-10.0;-2.0;4.0;-1.0;25.0;19.0;16.0;13.0;11.0;19.0;36.0;26.0;35.0;19.0;1.0;9.0;1.0;-47.0;-63.0;-42.0;-30.0;-23.0;30.0;18.0;16.0;1.0;-26.0;-9.0;-13.0;-24.0;-10.0;5.0;5.0;11.0;7.0;3.0;-2.0;1.0;-36.0;-22.0;-13.0;-8.0;-5.0;-1.0;1.0;-79.0;-45.0;24.0;-26.0;-15.0;0;13:00:00;-1;SOU;MUN
SUN X BOU 2016-01-23;427 (85%);270 (72%);13;15;58%;42%;3;4;4;3;;;47;50;0;0;4;4;;;1;2;505;377;;;8;5;7;1;5;5;7;5;15;10;1;1;1;2016-01-23;10.0;-33.0;-32.0;-22.0;-100.0;-55.0;-31.0;-16.0;-4.0;9.0;6.0;7.0;-54.0;-34.0;-24.0;-19.0;-15.0;-9.0;-12.0;-54.0;-30.0;-15.0;6.0;-100.0;-66.0;-11.0;-5.0;7.0;55.0;37.0;20.0;12.0;6.0;-4.0;-26.0;-19.0;-9.0;8.0;4.0;13.0;115.0;-4.0;-5.0;-6.0;-6.0;17.0;-52.0;-36.0;-21.0;-12.0;30.0;11.0;6.0;48.0;48.0;26.0;10.0;58.0;37.0;21.0;3.0;-33.0;-67.0;-46.0;-58.0;-28.0;-18.0;3.0;-12.0;-10.0;-8.0;6.0;11.0;3.0;9.0;-9.0;-5.0;-7.0;-3.0;-7.0;-8.0;-12.0;-6.0;-3.0;-26.0;-14.0;-7.0;-9.0;-10.0;-42.0;-3.0;-25.0;1;13:00:00;0;BOU;SUN
WAT X NEW 2016-01-23;310 (72%);356 (75%);17;28;49%;51%;1;1;7;2;;;52;83;0;0;3;1;;;1;1;431;473;;;10;10;8;7;2;5;1;3;11;13;1;2;1;2016-01-23;-3.0;-4.0;-35.0;-20.0;-10.0;7.0;6.0;17.0;8.0;3.0;75.0;-3.0;40.0;27.0;20.0;35.0;-62.0;-23.0;-9.0;-6.0;-1.0;7.0;3.0;8.0;9.0;-6.0;5.0;6.0;7.0;38.0;26.0;19.0;15.0;-41.0;13.0;9.0;9.0;4.0;-6.0;-2.0;0.0;-1.0;75.0;13.0;8.0;-19.0;5.0;33.0;19.0;13.0;18.0;10.0;4.0;2.0;1.0;75.0;30.0;44.0;26.0;-25.0;-11.0;-44.0;-27.0;-17.0;-10.0;-12.0;19.0;31.0;6.0;-32.0;-83.0;-51.0;-73.0;-45.0;-56.0;-30.0;-19.0;-10.0;15.0;64.0;34.0;3.0;-3.0;18.0;8.0;3.0;-28.0;28.0;7.0;2.0;-5.0;-110.0;2;13:00:00;1;NEW;WAT
WBA X ASV 2016-01-23;352 (79%);188 (67%);22;20;61%;39%;4;1;6;2;;;59;56;0;0;0;4;;;1;1;445;279;;;6;2;7;3;4;0;9;2;15;4;1;0;0;2016-01-23;-5.0;3.0;2.0;-1.0;-1.0;5.0;4.0;2.0;1.0;25.0;-15.0;-7.0;3.0;4.0;3.0;-59.0;-39.0;-59.0;-39.0;-32.0;-18.0;-14.0;-8.0;-9.0;-4.0;-5.0;-35.0;-23.0;-17.0;-13.0;-10.0;-7.0;-8.0;-4.0;-8.0;-8.0;-8.0;-23.0;-52.0;-24.0;0.0;3.0;3.0;34.0;23.0;-8.0;16.0;12.0;10.0;46.0;23.0;10.0;2.0;32.0;12.0;8.0;-8.0;-7.0;-6.0;-12.0;-50.0;-33.0;-23.0;-17.0;-13.0;-38.0;-26.0;7.0;-24.0;-33.0;-38.0;-19.0;-40.0;-27.0;17.0;-4.0;-4.0;-4.0;7.0;-10.0;-11.0;-14.0;-100.0;-67.0;-42.0;-53.0;-43.0;-49.0;-36.0;1.0;-27.0;-25.0;0;13:00:00;0;ASV;WBA
WES X MCI 2016-01-23;376 (79%);297 (74%);26;18;54%;46%;9;2;2;5;;;64;68;0;0;1;1;2;1;1;1;474;401;;;10;7;4;5;3;3;6;3;16;10;3;2;2;2016-01-23;-10.0;-99.0;-53.0;-26.0;-11.0;-1.0;3.0;-2.0;-6.0;-7.0;-7.0;71.0;-8.0;-8.0;-8.0;-23.0;-11.0;-5.0;-1.0;2.0;3.0;-12.0;33.0;-1.0;-1.0;-8.0;6.0;2.0;61.0;37.0;53.0;31.0;18.0;19.0;11.0;12.0;10.0;21.0;27.0;16.0;0.0;-8.0;-7.0;-6.0;-6.0;12.0;-1.0;25.0;54.0;24.0;12.0;-8.0;-8.0;64.0;28.0;12.0;4.0;2.0;8.0;7.0;6.0;5.0;5.0;35.0;23.0;16.0;12.0;-26.0;13.0;12.0;-11.0;5.0;-26.0;-10.0;10.0;6.0;1.0;-8.0;-24.0;-30.0;-21.0;-85.0;-52.0;-33.0;-20.0;-4.0;-8.0;19.0;3.0;-43.0;44.0;-5.0;2;15:30:00;0;MCI;WES
EVE X SWA 2016-01-24;326 (77%);491 (83%);8;21;41%;59%;1;7;1;7;;;33;60;0;0;2;3;0;1;0;2;422;592;;;4;14;1;11;5;2;3;7;7;20;3;0;2;2016-01-24;-10.0;-8.0;-3.0;2.0;1.0;3.0;3.0;41.0;23.0;-76.0;-29.0;-9.0;-16.0;-16.0;-2.0;-6.0;-6.0;-9.0;-28.0;53.0;53.0;29.0;-9.0;35.0;56.0;23.0;7.0;-34.0;-14.0;-46.0;-27.0;30.0;14.0;21.0;2.0;-6.0;-6.0;-17.0;-14.0;-2.0;-5.0;-11.0;-1.0;4.0;-17.0;4.0;14.0;7.0;2.0;4.0;12.0;5.0;37.0;22.0;12.0;6.0;-6.0;-21.0;-12.0;-7.0;20.0;8.0;1.0;-35.0;-15.0;11.0;5.0;-6.0;12.0;14.0;42.0;55.0;38.0;33.0;48.0;30.0;20.0;16.0;-8.0;13.0;16.0;14.0;19.0;21.0;14.0;9.0;47.0;53.0;33.0;-17.0;26.0;65.0;1;11:30:00;-1;SWA;EVE
ARS X CHE 2016-01-24;472 (86%);385 (83%);10;9;54%;46%;3;1;7;6;;;56;56;0;0;1;4;;;7;1;549;466;0;1;10;7;3;7;6;1;2;2;12;9;3;1;1;2016-01-24;10.0;3.0;29.0;29.0;17.0;10.0;1.0;1.0;-1.0;-35.0;-38.0;9.0;-24.0;-11.0;-10.0;-51.0;-58.0;-28.0;17.0;-3.0;-4.0;-34.0;13.0;-29.0;-24.0;-17.0;-13.0;-13.0;23.0;6.0;31.0;16.0;4.0;16.0;-7.0;-9.0;-13.0;-12.0;-91.0;-57.0;-25.0;-4.0;-5.0;-22.0;-17.0;-43.0;-24.0;-10.0;-1.0;4.0;12.0;1.0;-57.0;-85.0;-42.0;-33.0;-25.0;-26.0;-1.0;2.0;-1.0;5.0;3.0;26.0;15.0;34.0;19.0;-21.0;11.0;-41.0;-20.0;-13.0;-2.0;6.0;1.0;1.0;1.0;20.0;-10.0;11.0;11.0;6.0;6.0;4.0;25.0;17.0;7.0;13.0;32.0;-4.0;16.0;25.0;0;14:00:00;-1;CHE;ARS
ARS X SOU 2016-02-02;179 (65%);439 (82%);8;17;34%;66%;7;5;3;13;;;54;69;0;0;10;3;;;2;0;274;535;;;6;21;4;6;3;11;8;1;14;22;1;2;0;2016-02-02;-5.0;-19.0;-11.0;-7.0;-4.0;-3.0;-10.0;-3.0;3.0;-3.0;3.0;-7.0;-23.0;-9.0;25.0;50.0;31.0;30.0;22.0;16.0;12.0;12.0;-5.0;6.0;-41.0;-52.0;-27.0;-12.0;-3.0;5.0;14.0;3.0;6.0;-24.0;-5.0;-22.0;-45.0;-20.0;32.0;-7.0;0.0;7.0;17.0;16.0;80.0;-7.0;59.0;40.0;54.0;33.0;21.0;-39.0;37.0;81.0;20.0;17.0;8.0;24.0;23.0;35.0;20.0;8.0;51.0;31.0;18.0;77.0;98.0;9.0;100.0;100.0;97.0;70.0;82.0;38.0;20.0;11.0;10.0;-6.0;13.0;5.0;70.0;46.0;31.0;23.0;78.0;45.0;51.0;22.0;10.0;11.0;-8.0;25.0;0;17:45:00;0;SOU;ARS
LEI X LIV 2016-02-02;438 (77%);207 (64%);35;26;64%;36%;8;3;12;3;;;82;60;0;0;4;1;0;1;2;3;566;325;;;5;3;5;4;1;6;9;10;14;13;1;0;0;2016-02-02;6.0;62.0;30.0;16.0;12.0;5.0;18.0;7.0;6.0;-23.0;-40.0;33.0;-29.0;-10.0;7.0;-2.0;4.0;-3.0;23.0;9.0;2.0;70.0;17.0;35.0;43.0;-32.0;-23.0;-84.0;-50.0;60.0;23.0;21.0;17.0;-22.0;-26.0;-13.0;-8.0;-6.0;-8.0;-24.0;-20.0;-2.0;-5.0;-7.0;-8.0;-7.0;-29.0;-23.0;19.0;-7.0;-7.0;-44.0;-32.0;-26.0;-51.0;-39.0;-10.0;71.0;26.0;12.0;5.0;-5.0;-9.0;-9.0;-12.0;-14.0;-5.0;-10.0;-53.0;-37.0;30.0;34.0;14.0;-26.0;-2.0;-6.0;-28.0;-24.0;-4.0;-15.0;-12.0;-9.0;-27.0;-18.0;-38.0;-25.0;-12.0;-8.0;-7.0;2.0;-5.0;-5.0;2;17:45:00;1;LIV;LEI
NOR X TOT 2016-02-02;319 (75%);255 (72%);13;20;55%;45%;2;2;8;6;;;48;48;0;0;2;3;3;0;0;5;426;355;;;12;7;9;6;6;3;5;4;17;11;2;2;3;2016-02-02;-10.0;-5.0;-86.0;-60.0;-38.0;-20.0;33.0;-33.0;-10.0;-43.0;34.0;-15.0;-8.0;-8.0;-11.0;-16.0;-14.0;-5.0;-5.0;-5.0;-10.0;18.0;-100.0;-118.0;-67.0;-37.0;-38.0;-20.0;4.0;-22.0;-7.0;6.0;6.0;-100.0;-5.0;-50.0;-33.0;26.0;-5.0;1.0;0.0;1.0;1.0;1.0;-5.0;-100.0;-2.0;-1.0;4.0;9.0;5.0;27.0;20.0;11.0;-21.0;-4.0;-45.0;-4.0;-3.0;-2.0;-1.0;5.0;47.0;27.0;21.0;12.0;6.0;30.0;-6.0;25.0;12.0;7.0;4.0;8.0;2.0;1.0;-1.0;5.0;9.0;6.0;7.0;18.0;13.0;-43.0;-17.0;38.0;22.0;20.0;19.0;5.0;-6.0;-60.0;0;17:45:00;-1;TOT;NOR
SUN X MCI 2016-02-02;323 (75%);291 (71%);19;14;51%;49%;2;3;4;8;;;64;77;0;0;2;1;0;1;2;4;431;411;;;4;6;3;5;2;3;3;5;7;11;4;1;1;2016-02-02;-4.0;-19.0;-14.0;-11.0;-8.0;-5.0;-9.0;-5.0;-3.0;-76.0;-25.0;-6.0;-19.0;-16.0;-14.0;-8.0;-16.0;-10.0;10.0;1.0;4.0;-27.0;-28.0;-13.0;-33.0;-11.0;-6.0;6.0;-6.0;24.0;13.0;7.0;4.0;-22.0;2.0;5.0;2.0;11.0;-24.0;47.0;60.0;-8.0;-2.0;7.0;4.0;-18.0;4.0;4.0;3.0;27.0;9.0;-7.0;-7.0;-11.0;-13.0;-13.0;-6.0;-17.0;-5.0;-63.0;-11.0;-10.0;-9.0;-10.0;-5.0;9.0;5.0;13.0;6.0;5.0;4.0;-4.0;-20.0;-11.0;-5.0;7.0;8.0;91.0;3.0;49.0;29.0;6.0;5.0;8.0;5.0;5.0;46.0;32.0;29.0;-29.0;52.0;15.0;0;17:45:00;-1;MCI;SUN
WES X ASV 2016-02-02;210 (69%);578 (88%);16;15;32%;68%;2;3;5;5;0;2;53;57;0;0;4;2;0;1;0;5;303;657;1;0;0;14;1;16;2;6;5;11;5;25;0;3;0;2016-02-02;-2.0;-8.0;-49.0;-32.0;-22.0;-21.0;-38.0;-21.0;-39.0;-9.0;-1.0;-3.0;9.0;-27.0;-3.0;7.0;37.0;26.0;67.0;43.0;26.0;15.0;12.0;67.0;39.0;55.0;68.0;75.0;70.0;76.0;48.0;50.0;34.0;-23.0;19.0;13.0;12.0;10.0;5.0;8.0;30.0;6.0;8.0;45.0;31.0;-7.0;18.0;35.0;45.0;68.0;44.0;31.0;52.0;45.0;59.0;75.0;8.0;45.0;28.0;45.0;43.0;27.0;20.0;96.0;59.0;58.0;38.0;4.0;21.0;16.0;20.0;16.0;15.0;20.0;17.0;32.0;22.0;40.0;3.0;25.0;1.0;7.0;14.0;13.0;60.0;74.0;41.0;27.0;-37.0;-7.0;9.0;25.0;2;17:45:00;1;ASV;WES
CRY X BOU 2016-02-02;287 (74%);289 (75%);11;21;50%;50%;2;5;3;5;;;42;57;0;0;2;2;;;0;3;386;384;;;4;8;2;6;4;3;4;6;8;14;4;3;2;2016-02-02;-3.0;-1.0;3.0;-3.0;-3.0;-5.0;10.0;5.0;5.0;9.0;12.0;-4.0;2.0;-5.0;2.0;-18.0;-14.0;-41.0;-19.0;-9.0;103.0;54.0;30.0;30.0;17.0;7.0;-6.0;-41.0;-63.0;-36.0;-20.0;-11.0;-1.0;21.0;3.0;4.0;10.0;4.0;6.0;42.0;70.0;5.0;7.0;13.0;11.0;5.0;15.0;6.0;-32.0;-19.0;-13.0;-15.0;-13.0;-9.0;-54.0;-100.0;-7.0;-33.0;-27.0;-23.0;-18.0;-13.0;-17.0;-7.0;28.0;21.0;16.0;-2.0;12.0;9.0;30.0;19.0;18.0;32.0;21.0;-13.0;-1.0;-41.0;-7.0;-21.0;-37.0;-16.0;-4.0;40.0;23.0;60.0;30.0;22.0;10.0;-8.0;0.0;35.0;1;18:00:00;-1;BOU;CRY
MUN X STO 2016-02-02;428 (82%);379 (82%);18;20;54%;46%;3;5;5;2;0;2;50;61;0;0;2;0;;;1;3;519;461;;;2;11;7;5;0;5;8;4;10;15;1;2;0;2016-02-02;8.0;12.0;12.0;-15.0;-4.0;4.0;88.0;73.0;11.0;46.0;26.0;12.0;34.0;17.0;16.0;2.0;72.0;44.0;25.0;33.0;-32.0;-5.0;15.0;4.0;4.0;-7.0;-32.0;-71.0;-44.0;-23.0;-10.0;-1.0;10.0;31.0;49.0;31.0;21.0;7.0;-5.0;-1.0;0.0;-3.0;-29.0;-45.0;-34.0;19.0;-22.0;-15.0;-9.0;73.0;39.0;21.0;-15.0;-5.0;26.0;7.0;11.0;-8.0;-3.0;-3.0;-6.0;-6.0;-5.0;-5.0;3.0;-2.0;-23.0;7.0;-42.0;-29.0;-16.0;-3.0;2.0;-29.0;36.0;-20.0;-4.0;-7.0;49.0;-2.0;-8.0;-3.0;-1.0;1.0;6.0;16.0;13.0;11.0;9.0;25.0;5.0;0.0;3;18:00:00;1;STO;MUN
WBA X SWA 2016-02-02;381 (79%);273 (73%);23;28;55%;45%;6;3;7;7;1;0;45;65;0;0;5;3;1;1;0;2;481;373;;;9;13;8;7;4;7;9;4;18;17;;;1;2016-02-02;5.0;-8.0;-7.0;-7.0;-7.0;-7.0;-7.0;-7.0;-12.0;-6.0;-4.0;12.0;-28.0;-6.0;-2.0;1.0;1.0;5.0;10.0;1.0;-20.0;-7.0;91.0;-1.0;3.0;9.0;-8.0;3.0;-93.0;-60.0;-61.0;-40.0;-23.0;49.0;36.0;53.0;39.0;54.0;53.0;30.0;10.0;-6.0;-9.0;-11.0;-13.0;23.0;18.0;3.0;-33.0;-20.0;-14.0;-12.0;-5.0;28.0;13.0;5.0;5.0;8.0;44.0;-25.0;1.0;5.0;-75.0;-45.0;-20.0;-6.0;-2.0;-4.0;6.0;5.0;-53.0;-6.0;-10.0;-7.0;7.0;-39.0;66.0;27.0;-10.0;46.0;28.0;20.0;7.0;5.0;1.0;3.0;-42.0;-55.0;-15.0;-8.0;-9.0;190.0;1;18:00:00;0;SWA;WBA
EVE X NEW 2016-02-03;279 (75%);389 (81%);10;14;45%;55%;2;3;3;3;;;49;72;0;0;5;3;0;2;1;0;372;480;1;0;3;9;2;8;3;7;4;9;7;18;2;1;0;2016-02-03;4.0;25.0;16.0;10.0;6.0;2.0;1.0;0.0;5.0;8.0;15.0;6.0;14.0;14.0;32.0;63.0;36.0;20.0;46.0;29.0;17.0;14.0;7.0;11.0;8.0;8.0;8.0;-27.0;-14.0;39.0;18.0;11.0;9.0;8.0;36.0;17.0;14.0;38.0;22.0;15.0;0.0;-7.0;-7.0;-7.0;-7.0;9.0;-47.0;-28.0;45.0;71.0;41.0;7.0;8.0;5.0;99.0;62.0;47.0;42.0;28.0;14.0;-2.0;-21.0;-58.0;-70.0;-46.0;40.0;8.0;25.0;7.0;32.0;19.0;8.0;-6.0;-1.0;-2.0;-82.0;-50.0;-30.0;19.0;-19.0;-12.0;-2.0;-2.0;-2.0;1.0;-4.0;-1.0;41.0;25.0;35.0;1.0;185.0;3;17:45:00;1;NEW;EVE
WAT X CHE 2016-02-03;460 (83%);348 (78%);11;19;55%;45%;5;7;7;7;;;54;62;0;0;3;4;;;2;0;555;449;;;9;7;3;2;4;3;3;5;12;12;1;2;0;2016-02-03;-10.0;4.0;3.0;3.0;-6.0;-8.0;-10.0;-11.0;-17.0;33.0;7.0;-8.0;-10.0;-6.0;-12.0;-8.0;-8.0;7.0;8.0;16.0;100.0;100.0;-12.0;100.0;62.0;34.0;14.0;3.0;-24.0;-16.0;-13.0;-11.0;-10.0;-14.0;-7.0;-7.0;-7.0;-26.0;-20.0;-17.0;0.0;-26.0;-20.0;-8.0;-21.0;-15.0;31.0;13.0;38.0;23.0;15.0;7.0;-30.0;-14.0;-6.0;-1.0;-14.0;8.0;-45.0;-28.0;-21.0;-14.0;-11.0;-4.0;-4.0;19.0;7.0;-11.0;3.0;-2.0;-62.0;-44.0;-28.0;-18.0;-12.0;24.0;25.0;-72.0;-9.0;-35.0;-23.0;-19.0;-15.0;-7.0;-37.0;-30.0;-45.0;-30.0;-94.0;12.0;-46.0;20.0;0;17:45:00;0;CHE;WAT
MCI X LEI 2016-02-06;190 (64%);481 (85%);12;24;35%;65%;2;6;4;11;;;62;64;0;0;3;4;;;1;1;296;565;;;12;16;5;12;7;4;2;6;14;22;2;2;3;2016-02-06;-8.0;-13.0;22.0;-19.0;-21.0;-4.0;26.0;46.0;31.0;16.0;1.0;-12.0;8.0;8.0;5.0;-9.0;-27.0;-12.0;25.0;-26.0;27.0;19.0;-1.0;42.0;24.0;22.0;57.0;40.0;22.0;43.0;-35.0;-8.0;8.0;-74.0;9.0;9.0;33.0;31.0;23.0;6.0;65.0;59.0;47.0;34.0;26.0;-38.0;-69.0;45.0;-46.0;-24.0;-14.0;31.0;13.0;12.0;53.0;32.0;-17.0;-59.0;-63.0;-11.0;-4.0;27.0;46.0;38.0;28.0;48.0;-44.0;11.0;-20.0;-11.0;-15.0;-10.0;-51.0;-30.0;-18.0;40.0;21.0;11.0;7.0;2.0;-22.0;-17.0;-7.0;-1.0;3.0;-17.0;-30.0;103.0;53.0;-34.0;34.0;65.0;1;10:45:00;-1;LEI;MCI
ASV X NOR 2016-02-06;296 (74%);286 (74%);14;16;52%;48%;3;3;11;2;1;0;49;50;0;0;1;3;;;5;1;400;386;;;9;8;5;5;5;2;4;3;13;10;2;0;0;2016-02-06;-6.0;11.0;15.0;22.0;18.0;10.0;25.0;18.0;13.0;3.0;5.0;-1.0;-37.0;-18.0;-27.0;-13.0;-40.0;-19.0;-6.0;5.0;-4.0;-39.0;7.0;-23.0;-15.0;-11.0;29.0;-28.0;-48.0;-26.0;-13.0;23.0;11.0;4.0;2.0;3.0;-3.0;3.0;2.0;41.0;35.0;-1.0;-1.0;-1.0;-1.0;3.0;-1.0;-21.0;120.0;62.0;36.0;16.0;10.0;-4.0;34.0;11.0;3.0;5.0;21.0;11.0;-27.0;-14.0;-34.0;-31.0;-22.0;-40.0;-18.0;7.0;-3.0;31.0;15.0;9.0;3.0;-2.0;-4.0;-4.0;-5.0;-10.0;-4.0;-9.0;-13.0;-91.0;-57.0;-81.0;-52.0;-55.0;-30.0;-22.0;-30.0;1.0;-18.0;-40.0;2;13:00:00;1;NOR;ASV
LIV X SUN 2016-02-06;175 (62%);576 (83%);14;8;29%;71%;1;4;2;7;;;40;49;0;0;3;0;;;2;3;282;692;;;2;9;4;7;2;5;5;7;7;16;1;1;2;2016-02-06;10.0;6.0;2.0;-6.0;3.0;7.0;11.0;13.0;15.0;16.0;16.0;12.0;26.0;87.0;52.0;36.0;26.0;20.0;12.0;17.0;15.0;14.0;13.0;43.0;31.0;23.0;18.0;15.0;12.0;12.0;12.0;12.0;46.0;14.0;31.0;28.0;26.0;19.0;13.0;62.0;25.0;5.0;7.0;8.0;-6.0;12.0;4.0;4.0;5.0;1.0;28.0;23.0;20.0;-51.0;-18.0;-39.0;13.0;85.0;39.0;36.0;45.0;33.0;97.0;61.0;44.0;22.0;16.0;14.0;6.0;81.0;45.0;30.0;21.0;10.0;3.0;5.0;11.0;9.0;-24.0;9.0;57.0;-43.0;-3.0;-29.0;-15.0;-10.0;-5.0;-4.0;-77.0;-3.0;-47.0;35.0;2;13:00:00;0;SUN;LIV
NEW X WBA 2016-02-06;138 (61%);424 (84%);19;17;32%;68%;4;7;4;8;;;47;52;0;0;6;0;0;1;2;1;228;506;;;3;9;3;5;0;7;4;10;7;19;3;0;0;2016-02-06;10.0;34.0;28.0;18.0;15.0;33.0;17.0;35.0;25.0;17.0;-12.0;13.0;6.0;5.0;27.0;14.0;53.0;34.0;24.0;16.0;13.0;28.0;20.0;54.0;35.0;-27.0;79.0;41.0;25.0;18.0;17.0;8.0;8.0;19.0;7.0;17.0;8.0;7.0;-17.0;-4.0;;4.0;44.0;25.0;16.0;14.0;44.0;56.0;32.0;15.0;11.0;5.0;3.0;3.0;4.0;-24.0;15.0;-11.0;-5.0;-2.0;-5.0;-15.0;-3.0;36.0;25.0;70.0;78.0;96.0;51.0;63.0;43.0;27.0;23.0;54.0;31.0;49.0;29.0;17.0;64.0;8.0;-25.0;-12.0;-11.0;-6.0;-2.0;41.0;25.0;16.0;10.0;45.0;-29.0;-30.0;1;13:00:00;1;WBA;NEW
STO X EVE 2016-02-06;239 (73%);527 (86%);17;8;35%;65%;5;4;4;6;;;62;42;0;0;3;3;1;0;1;1;326;616;;;13;8;3;5;6;3;1;4;14;12;0;1;3;2016-02-06;7.0;20.0;-88.0;-44.0;-28.0;-22.0;-7.0;7.0;10.0;12.0;8.0;10.0;-7.0;4.0;3.0;10.0;6.0;4.0;2.0;-4.0;7.0;-94.0;12.0;-48.0;37.0;9.0;9.0;17.0;14.0;10.0;15.0;15.0;40.0;14.0;33.0;23.0;-71.0;-29.0;-10.0;36.0;45.0;1.0;56.0;44.0;7.0;10.0;10.0;27.0;10.0;5.0;4.0;2.0;1.0;1.0;1.0;5.0;-28.0;5.0;10.0;-33.0;-19.0;-29.0;-21.0;-6.0;12.0;11.0;9.0;-22.0;11.0;-34.0;25.0;3.0;1.0;-1.0;4.0;3.0;4.0;-53.0;-11.0;-27.0;-4.0;3.0;3.0;6.0;11.0;52.0;38.0;24.0;-58.0;48.0;-23.0;35.0;0;13:00:00;-1;EVE;STO
SWA X CRY 2016-02-06;241 (72%);373 (80%);27;22;42%;58%;4;7;5;9;;;69;65;0;0;2;1;;;0;1;336;465;;;7;11;6;8;2;3;5;7;12;18;2;1;1;2016-02-06;3.0;16.0;16.0;15.0;12.0;100.0;68.0;47.0;30.0;17.0;3.0;4.0;-29.0;-9.0;17.0;8.0;6.0;8.0;6.0;-19.0;-7.0;-3.0;5.0;2.0;2.0;6.0;58.0;39.0;27.0;42.0;24.0;9.0;5.0;-28.0;2.0;10.0;-16.0;-6.0;-29.0;-59.0;-25.0;-2.0;-8.0;-36.0;-23.0;-17.0;-16.0;-100.0;-76.0;-45.0;-29.0;-6.0;-34.0;-12.0;-3.0;84.0;-6.0;66.0;45.0;34.0;52.0;72.0;49.0;32.0;21.0;12.0;51.0;6.0;100.0;65.0;42.0;28.0;17.0;38.0;21.0;-12.0;3.0;5.0;5.0;4.0;6.0;8.0;8.0;79.0;51.0;34.0;24.0;68.0;41.0;15.0;26.0;30.0;1;13:00:00;0;CRY;SWA
TOT X WAT 2016-02-06;191 (64%);454 (82%);14;11;35%;65%;1;8;1;15;1;0;56;51;0;0;8;0;;;3;2;297;555;;;1;19;2;9;0;8;2;6;3;25;1;0;0;2016-02-06;-2.0;65.0;39.0;28.0;33.0;14.0;3.0;13.0;13.0;38.0;28.0;3.0;22.0;11.0;25.0;11.0;-7.0;12.0;8.0;80.0;49.0;35.0;-4.0;26.0;66.0;39.0;30.0;94.0;61.0;14.0;18.0;62.0;77.0;7.0;77.0;53.0;30.0;13.0;-11.0;-11.0;0.0;8.0;12.0;13.0;13.0;10.0;13.0;33.0;24.0;7.0;35.0;37.0;21.0;18.0;19.0;42.0;16.0;31.0;30.0;65.0;45.0;31.0;100.0;59.0;61.0;35.0;49.0;35.0;27.0;23.0;19.0;13.0;38.0;16.0;67.0;38.0;22.0;11.0;24.0;7.0;1.0;1.0;-1.0;35.0;34.0;59.0;39.0;22.0;-36.0;57.0;-16.0;-5.0;1;13:00:00;1;WAT;TOT
